Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
18/05/2022 19:28:26,Back,Aliaksandra Sasnovich,4.4,4.06,10321,
18/05/2022 19:28:26,Lay,Angelique Kerber,1.29,26.67,10320,
18/05/2022 19:21:28,Lay,Aliaksandra Sasnovich,1.81,9.88,10316,
18/05/2022 19:17:31,Back,Aliaksandra Sasnovich,1.37,13.16,10314,
18/05/2022 19:14:01,Lay,Aliaksandra Sasnovich,1.78,10.13,10312,
18/05/2022 19:14:01,Back,Angelique Kerber,2.28,9.2,10311,
18/05/2022 19:07:26,Lay,Angelique Kerber,1.6,13.11,10308,
18/05/2022 19:02:20,Back,Angelique Kerber,1.34,14.66,10307,
18/05/2022 18:58:02,Back,Aliaksandra Sasnovich,2.48,7.53,10306,
18/05/2022 18:58:02,Lay,Angelique Kerber,1.67,11.76,10305,
18/05/2022 18:54:16,Lay,Aliaksandra Sasnovich,1.75,10.67,10302,
18/05/2022 18:50:36,Back,Aliaksandra Sasnovich,1.45,13.76,10301,
18/05/2022 18:40:27,Lay,Aliaksandra Sasnovich,1.67,11.94,10297,
18/05/2022 18:28:48,Back,Aliaksandra Sasnovich,1.95,9.74,10289,
18/05/2022 18:22:11,Back,Angelique Kerber,2.4,6.53,10284,
18/05/2022 18:22:11,Lay,Aliaksandra Sasnovich,1.71,11.11,10283,
18/05/2022 18:19:36,Lay,Angelique Kerber,2,7.84,10280,
18/05/2022 18:15:59,Back,Angelique Kerber,1.65,17.32,10276,
18/05/2022 18:14:24,Lay,Angelique Kerber,1.37,21.05,10275,
18/05/2022 18:09:15,Back,Angelique Kerber,1.25,25.24,10273,
18/05/2022 18:03:45,Lay,Angelique Kerber,1.33,23.53,10271,
18/05/2022 17:52:33,Back,Angelique Kerber,1.27,22.71,10267,
18/05/2022 17:50:26,Lay,Angelique Kerber,1.37,21.05,10266,
18/05/2022 17:46:33,Back,Angelique Kerber,1.5,13.54,10264,
18/05/2022 17:42:27,Lay,Angelique Kerber,1.65,12.31,10263,
