Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
04/05/2022 16:35:25,Back,Joao Domingues,1.16,8.86,13006,
04/05/2022 16:34:07,Back,Nick Hardt,10,3.86,12855,
04/05/2022 16:34:07,Lay,Joao Domingues,1.1,100,12703,
04/05/2022 16:34:07,Back,Nick Hardt,10,1.6,12794,
04/05/2022 16:34:07,Back,Nick Hardt,10,0.86,12778,
04/05/2022 16:32:03,Back,Nick Hardt,7.8,0.12,12777,
04/05/2022 16:31:40,Lay,Joao Domingues,1.2,50,12701,
04/05/2022 16:27:44,Lay,Joao Domingues,1.3,20,12705,
04/05/2022 16:27:33,Back,Nick Hardt,3.65,0.3,12779,
04/05/2022 16:27:16,Back,Nick Hardt,3.4,0.5,12795,
04/05/2022 16:27:16,Lay,Joao Domingues,1.4,10,12707,
04/05/2022 16:26:58,Back,Nick Hardt,3.1,0.95,12857,
04/05/2022 15:57:55,Back,Nick Hardt,2.38,0.58,12776,
04/05/2022 15:57:55,Back,Nick Hardt,2.42,0.85,12793,
04/05/2022 15:54:49,Back,Nick Hardt,2.04,1.93,12856,
04/05/2022 15:49:14,Back,Nick Hardt,1.88,1.36,12796,
04/05/2022 15:48:42,Back,Nick Hardt,1.76,1.05,12775,
04/05/2022 15:36:12,Back,Nick Hardt,1.54,2.22,12788,
04/05/2022 15:36:12,Back,Nick Hardt,1.51,3.91,12853,
04/05/2022 15:13:11,Back,Nick Hardt,1.34,5.89,12852,
04/05/2022 14:56:16,Lay,Nick Hardt,1.2,50,12702,
04/05/2022 14:27:54,Lay,Nick Hardt,1.3,20,12706,
04/05/2022 14:25:19,Lay,Nick Hardt,1.4,10,12704,
