Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
17/03/2022 17:47:10,Back,Matheus Pucinelli De Al,2.88,1.32,261887346921,
17/03/2022 17:39:30,Back,Matheus Pucinelli De Al,2.04,2.4,261886519603,
17/03/2022 17:38:35,Back,Matheus Pucinelli De Al,1.64,3.9,261886435074,
17/03/2022 16:57:24,Back,Matheus Pucinelli De Al,1.99,7.57,261882383859,
17/03/2022 16:53:16,Lay,Matheus Pucinelli De Al,1.59,12.71,261882029407,
17/03/2022 16:52:32,Lay,Matheus Pucinelli De Al,1.59,12.71,261881996748,
17/03/2022 16:48:53,Lay,Matheus Pucinelli De Al,1.58,12.93,261881714109,
17/03/2022 16:41:39,Back,Matheus Pucinelli De Al,2.46,7.97,261881246353,
17/03/2022 16:39:45,Back,Matheus Pucinelli De Al,2.42,0.43,261881128212,
17/03/2022 16:29:06,Lay,Matheus Pucinelli De Al,1.57,13.15,261880369814,
