Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
14/04/2022 15:55:11,Lay,Luciano Darderi,1.1,100,10269,
14/04/2022 15:54:37,Back,Enzo Couacaud,10,1.6,10365,
14/04/2022 15:54:37,Back,Enzo Couacaud,10,0.86,10356,
14/04/2022 15:53:44,Back,Enzo Couacaud,7.8,0.12,10355,
14/04/2022 15:51:59,Back,Luciano Darderi,1.34,5.89,10440,
14/04/2022 15:46:30,Lay,Luciano Darderi,1.2,50,10270,
14/04/2022 15:35:34,Back,Luciano Darderi,1.88,1.36,10432,
14/04/2022 15:35:11,Back,Luciano Darderi,1.76,1.05,10422,
14/04/2022 15:34:05,Back,Luciano Darderi,1.54,2.22,10427,
14/04/2022 15:32:13,Lay,Luciano Darderi,1.3,20,10274,
14/04/2022 15:30:52,Back,Enzo Couacaud,3.65,0.3,10354,
14/04/2022 15:30:52,Back,Enzo Couacaud,3.4,0.5,10364,
14/04/2022 15:30:52,Lay,Luciano Darderi,1.4,10,10273,
14/04/2022 15:20:53,Back,Enzo Couacaud,2.38,0.58,10353,
14/04/2022 15:20:46,Back,Enzo Couacaud,2.42,0.85,10363,
14/04/2022 15:18:28,Back,Enzo Couacaud,1.88,1.36,10362,
14/04/2022 15:05:25,Back,Enzo Couacaud,1.76,1.05,10352,
14/04/2022 14:21:01,Back,Enzo Couacaud,1.54,2.22,10358,
14/04/2022 14:13:16,Lay,Enzo Couacaud,1.3,20,10271,
14/04/2022 14:12:03,Lay,Enzo Couacaud,1.4,10,10275,
