Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
14/04/2022 15:29:28,Back,Diego Schwartzman,1.16,8.86,10411,
14/04/2022 15:21:02,Back,Lorenzo Musetti,10,3.86,10288,
14/04/2022 15:21:02,Back,Lorenzo Musetti,10,1.6,10281,
14/04/2022 15:21:02,Back,Lorenzo Musetti,10,0.86,10249,
14/04/2022 15:21:02,Lay,Diego Schwartzman,1.1,100,10209,
14/04/2022 15:19:06,Back,Lorenzo Musetti,7.8,0.12,10247,
14/04/2022 15:14:57,Back,Diego Schwartzman,1.54,2.22,10393,
14/04/2022 15:14:57,Back,Diego Schwartzman,1.51,3.91,10402,
14/04/2022 15:11:51,Back,Diego Schwartzman,1.34,5.89,10401,
14/04/2022 15:08:03,Lay,Diego Schwartzman,1.2,50,10215,
14/04/2022 15:03:29,Lay,Diego Schwartzman,1.3,20,10212,
14/04/2022 15:00:58,Back,Lorenzo Musetti,3.65,0.3,10246,
14/04/2022 15:00:53,Lay,Diego Schwartzman,1.4,10,10216,
14/04/2022 15:00:53,Back,Lorenzo Musetti,3.4,0.5,10284,
14/04/2022 14:58:35,Back,Lorenzo Musetti,3.1,0.95,10291,
14/04/2022 14:58:26,Back,Lorenzo Musetti,2.84,26.99,10297,
14/04/2022 14:57:41,Back,Lorenzo Musetti,2.42,0.85,10282,
14/04/2022 14:53:33,Back,Lorenzo Musetti,2.38,0.58,10245,
14/04/2022 14:50:42,Back,Lorenzo Musetti,2.26,1.12,10299,
14/04/2022 14:29:39,Back,Lorenzo Musetti,2.04,1.93,10290,
14/04/2022 14:28:50,Back,Lorenzo Musetti,1.88,1.36,10283,
14/04/2022 14:28:30,Back,Lorenzo Musetti,1.86,1.65,10300,
14/04/2022 14:25:07,Back,Lorenzo Musetti,1.76,1.05,10248,
14/04/2022 14:23:45,Back,Lorenzo Musetti,1.59,2.42,10293,
14/04/2022 14:23:38,Back,Lorenzo Musetti,1.51,3.91,10286,
14/04/2022 14:23:34,Back,Lorenzo Musetti,1.54,2.22,10276,
14/04/2022 14:22:23,Back,Lorenzo Musetti,1.39,3.62,10295,
14/04/2022 14:21:57,Back,Lorenzo Musetti,1.34,5.89,10285,
14/04/2022 14:06:22,Back,Lorenzo Musetti,1.23,6.2,10294,
14/04/2022 14:03:03,Back,Lorenzo Musetti,1.16,8.86,10292,
14/04/2022 13:59:06,Lay,Lorenzo Musetti,1.1,100,10210,
14/04/2022 13:57:02,Lay,Lorenzo Musetti,1.2,50,10213,
14/04/2022 13:53:43,Lay,Lorenzo Musetti,1.3,20,10211,
14/04/2022 13:33:01,Lay,Lorenzo Musetti,1.4,10,10214,
