Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
03/02/2022 16:54:38,Back,Richard Gasquet,1.08,73.08,257533368571,
03/02/2022 16:49:38,Lay,Richard Gasquet,1.12,15.38,257533081275,
03/02/2022 16:27:12,Lay,Richard Gasquet,1.31,15.62,257531555908,
03/02/2022 16:25:09,Lay,Richard Gasquet,1.32,31.24,257531405180,
03/02/2022 16:00:24,Lay,Richard Gasquet,2.82,4.87,257529769173,
03/02/2022 15:52:31,Lay,Richard Gasquet,2.14,2.5,257529107558,
03/02/2022 15:52:06,Lay,Richard Gasquet,2.12,2.5,257529073707,
03/02/2022 15:50:44,Lay,Richard Gasquet,2.28,2.5,257528942744,
03/02/2022 15:49:36,Back,Richard Gasquet,2.92,8.18,257528828901,
03/02/2022 15:42:04,Back,Richard Gasquet,3.4,1.82,257528423460,
