3/8/2022 10:36:29: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: info = marketName: Maden v Moraing - Match Odds; runnerA: Yannick Maden; runnerB: Mats Moraing 
3/8/2022 10:36:29: [G_Auto 1] :  Store Value (Shared) for market: aId = 8574173
3/8/2022 10:36:29: [G_Auto 1] :  Store Value (Shared) for market: bId = 8596348
3/8/2022 19:09:05:  Guardian has detected that the market is in-play
3/8/2022 19:09:05:  Guardian has detected that the market is suspended
3/8/2022 19:09:12: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 3.9; bBsp: 1.27; volume: 3579.91 
3/8/2022 19:09:12: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 3.9; bBsp: 1.27; volume: 3579.91 
3/8/2022 19:09:12:  Guardian has detected that the market is now unsuspended
3/8/2022 19:09:20: [G_Auto 2] :  Automation Signal for market: delay = 1
3/8/2022 19:09:27: [G_Auto 2] :  1 Automation Signals Cleared
3/8/2022 19:11:03: [G_Auto 2] :  Automation Signal for market: delay = 1
3/8/2022 19:11:20: [G_Auto 2] :  € 40.00 Lay bet placed on Mats Moraing at 1.2. Fully matched at 1.2.  Ref: 10495          ( Fill or kill bet with 15 seconds delay.   )
3/8/2022 19:11:25: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aPoints = point: 0; games: 0; sets: 0 
3/8/2022 19:11:25: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aServing = serving:0
3/8/2022 19:11:25: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bPoints = point: 0; games: 1; sets: 0 
3/8/2022 19:11:25: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bServing = serving:2
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: price = 1.2
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: totalBack = 0
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: totalLay = 40
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: stake = 40
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: totalStake = 40
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: pl = -0.68
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: currentOddsA = 6.4
3/8/2022 19:11:25: [G_Auto 1] :  Store Value (Shared) for market: currentOddsB = 1.2
3/8/2022 19:12:02: [G_Auto 2] :  1 Automation Signals Cleared
3/8/2022 19:14:08: [G_Auto 2] :  Automation Signal for market: delay = 1
3/8/2022 19:14:26: [G_Auto 2] :  Placed closure bet with greening on Mats Moraing by Backing 35.82 at 1.34
3/8/2022 19:14:30: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aPoints = point: 0; games: 1; sets: 0 
3/8/2022 19:14:30: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aServing = serving:1
3/8/2022 19:14:30: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bPoints = point: 0; games: 1; sets: 0 
3/8/2022 19:14:30: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bServing = serving:0
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: price = 1.34
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: totalBack = 35.82
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: totalLay = 40
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: stake = 35.82
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: totalStake = 75.82
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: pl = 4.1
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: currentOddsA = 3.85
3/8/2022 19:14:30: [G_Auto 1] :  Store Value (Shared) for market: currentOddsB = 1.34
3/8/2022 19:14:38: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aPoints = point: 0; games: 1; sets: 0 
3/8/2022 19:14:38: [G_Auto 1] :  Store Text Value (Shared) for Yannick Maden: aServing = serving:1
3/8/2022 19:14:38: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bPoints = point: 0; games: 1; sets: 0 
3/8/2022 19:14:38: [G_Auto 1] :  Store Text Value (Shared) for Mats Moraing: bServing = serving:0
3/8/2022 19:14:38: [G_Auto 1] :  Store Value (Shared) for market: price = 1.34
