Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
04/04/2022 19:38:36,Back,Rebecca Peterson,1.12,51.34,10160,
04/04/2022 19:30:42,Lay,Rebecca Peterson,1.15,50,10159,
04/04/2022 19:12:18,Back,Rebecca Peterson,1.11,42.88,10157,
04/04/2022 19:09:02,Lay,Rebecca Peterson,1.19,40,10156,
04/04/2022 19:04:25,Back,Rebecca Peterson,1.36,18.67,10153,
04/04/2022 19:00:47,Lay,Rebecca Peterson,1.46,17.39,10150,
04/04/2022 18:53:51,Back,Rebecca Peterson,1.3,21.39,10146,
04/04/2022 18:50:53,Lay,Rebecca Peterson,1.39,20,10145,
04/04/2022 18:47:37,Back,Rebecca Peterson,1.25,49.06,10144,
04/04/2022 18:44:09,Lay,Rebecca Peterson,1.15,53.33,10141,
