8/16/2022 11:09:06: [G_Auto 2] :  Store Text Value (Shared) for Ricardas Berankis: info = marketName: Berankis v Escobedo - Match Odds; runnerA: Ricardas Berankis; runnerB: Ernesto Escobedo 
8/16/2022 11:09:06: [G_Auto 2] :  Store Value (Shared) for market: aId = 19924827
8/16/2022 11:09:06: [G_Auto 2] :  Store Value (Shared) for market: bId = 8700174
8/16/2022 20:23:51:  Guardian has detected that the market is in-play
8/16/2022 20:23:51:  Guardian has detected that the market is suspended
8/16/2022 20:24:00: [G_Auto 2] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 1.38; bBsp: 3.5; volume: 97.12 
8/16/2022 20:24:00: [G_Auto 2] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 1.38; bBsp: 3.5; volume: 97.12 
8/16/2022 20:24:00:  Guardian has detected that the market is now unsuspended
8/16/2022 21:00:41: [G_Auto 2] :  Automation Signal for market: secondSet = 5
8/16/2022 21:00:49: [G_Auto 2] :  Store Value (Shared) for market: aFirstSetPrice = 3.1
8/16/2022 21:00:49: [G_Auto 2] :  Store Value (Shared) for market: bFirstSetPrice = 1.48
8/16/2022 21:48:18: [G_Auto 2] :  Store Value (Shared) for market: aSecondSetPrice = 1.5
8/16/2022 21:48:18: [G_Auto 2] :  Store Value (Shared) for market: bSecondSetPrice = 3.05
8/16/2022 22:08:43:  Guardian has detected that the market is suspended
