Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
22/03/2022 02:49:56,Back,Marie Bouzkova,1.31,61.63,10645,
22/03/2022 02:46:16,Lay,Marie Bouzkova,1.11,72.73,10644,
22/03/2022 02:39:31,Back,Marie Bouzkova,1.33,48.55,10643,
22/03/2022 02:35:35,Lay,Marie Bouzkova,1.13,57.14,10642,
22/03/2022 02:29:21,Back,Marie Bouzkova,1.06,70.44,10641,
22/03/2022 02:25:55,Lay,Marie Bouzkova,1.12,66.67,10640,
22/03/2022 02:22:20,Back,Marie Bouzkova,1.25,55.64,10639,
22/03/2022 02:19:07,Lay,Marie Bouzkova,1.13,61.54,10638,
22/03/2022 01:55:04,Lay,Marie Bouzkova,2.7,0.02,10636,
22/03/2022 01:54:39,Lay,Marie Bouzkova,3.25,1.04,10634,
22/03/2022 01:54:21,Back,Marie Bouzkova,2.5,8.58,10632,
22/03/2022 01:43:07,Back,Anastasia Gasanova,2.28,8.74,10631,
22/03/2022 01:43:07,Lay,Marie Bouzkova,1.78,10.13,10630,
22/03/2022 01:39:39,Lay,Anastasia Gasanova,1.67,11.94,10627,
22/03/2022 01:31:37,Lay,Anastasia Gasanova,1.29,0.25,10623,
22/03/2022 01:25:20,Back,Anastasia Gasanova,1.36,16.09,10619,
22/03/2022 01:19:52,Lay,Anastasia Gasanova,1.59,13.56,10614,
22/03/2022 01:14:44,Back,Anastasia Gasanova,1.37,15.41,10612,
22/03/2022 01:11:56,Lay,Anastasia Gasanova,1.61,13.11,10610,
22/03/2022 01:07:41,Back,Anastasia Gasanova,1.37,14.69,10607,
22/03/2022 01:05:53,Lay,Anastasia Gasanova,1.66,12.12,10606,
22/03/2022 01:01:40,Back,Anastasia Gasanova,2,10.55,10602,
22/03/2022 00:54:19,Lay,Anastasia Gasanova,1.61,13.11,10594,
22/03/2022 00:48:27,Back,Marie Bouzkova,1.85,11.78,10587,
22/03/2022 00:44:00,Lay,Marie Bouzkova,1.58,13.79,10581,
22/03/2022 00:37:01,Back,Marie Bouzkova,1.41,26.69,10572,
22/03/2022 00:32:22,Lay,Marie Bouzkova,1.27,29.63,10564,
