Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
25/05/2022 17:32:48,Back,Sloane Stephens,1.14,32.75,10151,
25/05/2022 17:30:03,Lay,Sloane Stephens,1.26,29.63,10149,
25/05/2022 17:18:25,Back,Sloane Stephens,1.54,11.69,10148,
25/05/2022 17:12:31,Lay,Sloane Stephens,1.8,10,10146,
25/05/2022 17:12:28,Back,Sorana Cirstea,2.26,7.16,10147,
25/05/2022 17:09:51,Lay,Sorana Cirstea,1.96,8.33,10144,
25/05/2022 17:04:38,Back,Sorana Cirstea,1.76,14.2,10142,
25/05/2022 16:59:21,Lay,Sorana Cirstea,1.46,17.02,10140,
25/05/2022 16:55:20,Back,Sorana Cirstea,1.31,43.82,10139,
25/05/2022 16:47:17,Lay,Sorana Cirstea,1.16,50,10133,
25/05/2022 16:45:07,Back,Sorana Cirstea,1.09,59.78,10132,
25/05/2022 16:36:27,Lay,Sorana Cirstea,1.13,57.14,10129,
25/05/2022 16:30:34,Back,Sorana Cirstea,1.22,25.57,10127,
25/05/2022 16:28:05,Lay,Sorana Cirstea,1.33,23.53,10126,
25/05/2022 16:20:39,Back,Sorana Cirstea,1.6,11.03,10124,
25/05/2022 16:13:54,Lay,Sorana Cirstea,1.82,9.64,10121,
25/05/2022 16:10:04,Back,Sorana Cirstea,1.58,11.66,10117,
25/05/2022 16:04:28,Lay,Sorana Cirstea,1.75,10.53,10114,
25/05/2022 16:00:44,Back,Sorana Cirstea,1.55,12.79,10113,
25/05/2022 15:53:48,Lay,Sorana Cirstea,1.66,11.94,10110,
