Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
23/04/2022 14:48:50,Lay,Aryna Sabalenka,1.1,100,11351,
23/04/2022 14:48:46,Back,Paula Badosa,10,1.6,11419,
23/04/2022 14:48:46,Back,Paula Badosa,10,0.86,11401,
23/04/2022 14:48:46,Back,Paula Badosa,7.8,0.12,11400,
23/04/2022 14:48:23,Lay,Aryna Sabalenka,1.2,50,11353,
23/04/2022 14:14:57,Back,Aryna Sabalenka,1.54,2.22,11449,
23/04/2022 14:12:06,Lay,Aryna Sabalenka,1.3,20,11354,
23/04/2022 14:09:28,Lay,Aryna Sabalenka,1.4,10,11356,
23/04/2022 14:09:28,Back,Paula Badosa,3.4,0.5,11417,
23/04/2022 14:09:28,Back,Paula Badosa,3.65,0.3,11402,
23/04/2022 14:08:54,Back,Paula Badosa,2.38,0.58,11403,
23/04/2022 14:08:54,Back,Paula Badosa,2.42,0.85,11418,
23/04/2022 13:52:18,Back,Paula Badosa,1.88,1.36,11420,
23/04/2022 13:50:06,Back,Paula Badosa,1.76,1.05,11404,
23/04/2022 13:47:38,Back,Paula Badosa,1.54,2.22,11412,
23/04/2022 13:40:40,Lay,Paula Badosa,1.3,20,11352,
23/04/2022 13:39:35,Lay,Paula Badosa,1.4,10,11357,
