Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
27/02/2022 16:07:03,Back,Quentin Halys,1.16,16,10047,
27/02/2022 16:06:00,Lay,Quentin Halys,1.1,100,10004,
27/02/2022 16:04:24,Back,Vasek Pospisil,10,10,10023,
27/02/2022 16:04:24,Back,Vasek Pospisil,10,10,10012,
27/02/2022 16:04:24,Back,Vasek Pospisil,10,10,10016,
27/02/2022 16:04:13,Lay,Quentin Halys,1.3,20,10006,
27/02/2022 16:04:13,Lay,Quentin Halys,1.2,50,10001,
27/02/2022 16:04:13,Back,Vasek Pospisil,7.8,7.8,10013,
27/02/2022 15:51:41,Back,Quentin Halys,2.38,2.38,10032,
27/02/2022 15:40:27,Back,Quentin Halys,1.76,1.7,10036,
27/02/2022 15:38:43,Back,Vasek Pospisil,3.65,3.65,10015,
27/02/2022 15:38:25,Back,Vasek Pospisil,3.4,34,10011,
27/02/2022 15:38:20,Lay,Quentin Halys,1.4,10,10007,
27/02/2022 15:38:14,Back,Vasek Pospisil,3.1,31,10020,
27/02/2022 15:38:14,Back,Vasek Pospisil,2.84,28,10029,
27/02/2022 15:37:42,Back,Vasek Pospisil,2.42,24,10010,
27/02/2022 15:37:42,Back,Vasek Pospisil,2.26,26,10027,
27/02/2022 15:37:42,Back,Vasek Pospisil,2.38,2.38,10014,
27/02/2022 15:37:13,Back,Vasek Pospisil,2.04,20,10021,
27/02/2022 15:31:04,Back,Vasek Pospisil,1.88,18,10008,
27/02/2022 15:31:04,Back,Vasek Pospisil,1.86,18,10025,
27/02/2022 15:18:34,Back,Vasek Pospisil,1.76,1.7,10018,
27/02/2022 15:18:34,Back,Vasek Pospisil,1.59,59,10024,
27/02/2022 15:17:21,Back,Vasek Pospisil,1.54,15,10009,
27/02/2022 15:17:15,Back,Vasek Pospisil,1.51,15,10019,
27/02/2022 15:16:11,Back,Vasek Pospisil,1.39,39,10030,
27/02/2022 15:01:17,Back,Vasek Pospisil,1.34,13,10022,
27/02/2022 14:49:02,Back,Vasek Pospisil,1.23,23,10026,
27/02/2022 14:46:57,Back,Vasek Pospisil,1.16,16,10028,
27/02/2022 14:46:50,Lay,Vasek Pospisil,1.1,100,10000,
27/02/2022 14:22:56,Lay,Vasek Pospisil,1.2,50,10002,
27/02/2022 14:13:33,Lay,Vasek Pospisil,1.3,20,10003,
27/02/2022 14:13:33,Lay,Vasek Pospisil,1.4,10,10005,
