Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
11/02/2022 14:16:23,Lay,Musetti,2.74,15.33,258299932434,
11/02/2022 14:14:34,Back,Musetti,2.1,20,258299682228,
11/02/2022 14:08:48,Lay,Musetti,2.62,15.88,258298971217,
11/02/2022 14:04:10,Back,Musetti,2.08,20,258298466730,
11/02/2022 13:54:32,Lay,Musetti,2.46,20.93,258297500796,
11/02/2022 13:54:08,Back,Musetti,2.38,5,258297483052,
11/02/2022 13:52:36,Back,Musetti,1.98,20,258297324446,
11/02/2022 13:39:34,Lay,Musetti,1.27,18.54,258295824051,
11/02/2022 13:30:23,Lay,Musetti,1.28,5,258294847946,
11/02/2022 13:29:28,Lay,Musetti,1.45,5,258294734234,
11/02/2022 13:29:27,Lay,Musetti,1.45,5,258294732747,
11/02/2022 13:29:12,Back,Musetti,1.45,5,258294702867,
11/02/2022 13:22:21,Back,Musetti,1.86,20,258293857083,
11/02/2022 13:05:08,Back,Jiri Lehecka,1.23,154.04,258291833168,
11/02/2022 13:02:11,Lay,Jiri Lehecka,1.31,96.77,258291476665,
11/02/2022 12:43:22,Lay,Jiri Lehecka,1.3,24.99,258289795086,
11/02/2022 12:42:19,Lay,Jiri Lehecka,1.33,22.72,258289710410,
11/02/2022 12:23:30,Lay,Musetti,2.14,20,258288002390,
11/02/2022 12:20:36,Back,Musetti,2.14,20,258287777381,
