Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
23/03/2022 22:27:30,Back,Alison Riske,1.16,8.86,16088,
23/03/2022 22:24:58,Lay,Alison Riske,1.1,100,15779,
23/03/2022 22:24:56,Back,Jil Teichmann,10,0.86,15847,
23/03/2022 22:24:56,Back,Jil Teichmann,10,1.6,15865,
23/03/2022 22:24:28,Back,Jil Teichmann,7.8,0.12,15846,
23/03/2022 22:17:54,Lay,Alison Riske,1.2,50,15781,
23/03/2022 21:59:10,Back,Alison Riske,3.4,0.0949999999999704,16021,
23/03/2022 21:59:10,Back,Alison Riske,2.42,0.00499999999999545,16024,
23/03/2022 21:59:10,Back,Alison Riske,2.38,0.019999999999996,15986,
23/03/2022 21:59:10,Back,Alison Riske,3.65,0.00999999999999801,15988,
23/03/2022 21:58:24,Lay,Alison Riske,1.3,20,15785,
23/03/2022 21:56:29,Back,Jil Teichmann,3.65,0.3,15845,
23/03/2022 21:54:19,Lay,Alison Riske,1.4,10,15783,
23/03/2022 21:54:09,Back,Jil Teichmann,3.4,0.5,15864,
23/03/2022 21:52:52,Back,Jil Teichmann,2.42,0.85,15862,
23/03/2022 21:52:15,Back,Jil Teichmann,2.38,0.58,15844,
23/03/2022 21:43:32,Back,Jil Teichmann,1.88,1.36,15863,
23/03/2022 21:32:09,Back,Jil Teichmann,1.76,1.05,15843,
23/03/2022 21:17:25,Back,Jil Teichmann,1.54,2.22,15857,
23/03/2022 21:10:42,Lay,Jil Teichmann,1.3,20,15782,
23/03/2022 21:07:57,Lay,Jil Teichmann,1.4,10,15784,
