Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
30/03/2022 17:09:59,Back,Martina Trevisan,1.1,44.79,10016,
30/03/2022 17:06:28,Lay,Martina Trevisan,1.17,42.11,10014,
30/03/2022 17:02:41,Back,Martina Trevisan,1.28,47.5,10012,
30/03/2022 16:58:17,Lay,Martina Trevisan,1.14,53.33,10011,
30/03/2022 16:55:26,Back,Martina Trevisan,1.08,63.25,10009,
30/03/2022 16:48:06,Lay,Martina Trevisan,1.11,61.54,10007,
30/03/2022 16:45:06,Back,Martina Trevisan,1.07,69.16,10006,
30/03/2022 16:42:14,Lay,Martina Trevisan,1.11,66.67,10005,
30/03/2022 16:27:27,Back,Martina Trevisan,1.11,48.74,10004,
30/03/2022 16:23:32,Lay,Martina Trevisan,1.16,47.06,10003,
30/03/2022 16:19:10,Back,Martina Trevisan,1.13,48.74,10002,
30/03/2022 16:13:12,Lay,Martina Trevisan,1.16,47.06,10001,
