Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
12/03/2022 05:21:55,Lay,Sam Querrey,1.11,61.54,11553,
12/03/2022 05:20:28,Back,Sam Querrey,1.08,44.44,11552,
12/03/2022 05:17:20,Back,Tallon Griekspoor,6,3.18,11548,
12/03/2022 05:17:20,Lay,Sam Querrey,1.2,40,11547,
12/03/2022 05:13:54,Lay,Tallon Griekspoor,1.72,11.11,11544,
12/03/2022 05:10:33,Back,Tallon Griekspoor,1.54,11.79,11541,
12/03/2022 05:08:27,Lay,Tallon Griekspoor,1.77,10.26,11539,
12/03/2022 05:04:40,Back,Tallon Griekspoor,1.57,11.98,11536,
12/03/2022 05:01:45,Lay,Tallon Griekspoor,1.74,10.81,11534,
12/03/2022 04:59:27,Back,Tallon Griekspoor,1.54,11.97,11532,
12/03/2022 04:55:12,Lay,Tallon Griekspoor,1.75,10.53,11529,
12/03/2022 04:51:59,Back,Tallon Griekspoor,1.7,14.41,11526,
12/03/2022 04:50:10,Lay,Tallon Griekspoor,1.47,16.67,11525,
12/03/2022 04:45:33,Back,Tallon Griekspoor,1.39,39.28,11522,
12/03/2022 04:42:43,Lay,Tallon Griekspoor,1.16,47.06,11518,
12/03/2022 04:38:05,Back,Tallon Griekspoor,1.13,50.88,11516,
12/03/2022 04:33:43,Lay,Tallon Griekspoor,1.15,50,11512,
12/03/2022 04:30:38,Back,Tallon Griekspoor,1.12,51.79,11510,
12/03/2022 04:26:59,Lay,Tallon Griekspoor,1.16,50,11508,
12/03/2022 04:20:52,Back,Tallon Griekspoor,1.58,13.79,11505,
12/03/2022 04:13:34,Lay,Tallon Griekspoor,1.58,13.79,11502,
12/03/2022 04:12:09,Back,Tallon Griekspoor,1.44,15.93,11500,
12/03/2022 04:08:46,Lay,Tallon Griekspoor,1.52,15.09,11498,
12/03/2022 04:06:33,Back,Tallon Griekspoor,1.41,18,11496,
12/03/2022 04:02:01,Lay,Tallon Griekspoor,1.46,17.39,11494,
12/03/2022 03:55:12,Back,Tallon Griekspoor,1.41,17.02,11490,
12/03/2022 03:50:55,Lay,Tallon Griekspoor,1.5,16,11488,
12/03/2022 03:48:50,Back,Tallon Griekspoor,1.4,19.19,11486,
12/03/2022 03:40:11,Lay,Tallon Griekspoor,1.41,19.05,11476,
12/03/2022 03:38:32,Back,Tallon Griekspoor,1.33,23.53,11473,
12/03/2022 03:34:32,Lay,Tallon Griekspoor,1.33,23.53,11471,
