Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
22/03/2022 23:55:40,Lay,Vera Zvonareva,1.1,100,14219,
22/03/2022 23:55:40,Back,Lesia Tsurenko,10,3.86,14362,
22/03/2022 23:55:40,Back,Lesia Tsurenko,10,1.6,14338,
22/03/2022 23:55:40,Back,Lesia Tsurenko,10,0.86,14303,
22/03/2022 23:54:19,Back,Lesia Tsurenko,7.8,0.12,14300,
22/03/2022 23:52:34,Lay,Vera Zvonareva,1.2,50,14221,
22/03/2022 23:52:05,Lay,Vera Zvonareva,1.3,20,14222,
22/03/2022 23:51:16,Back,Lesia Tsurenko,3.4,0.5,14337,
22/03/2022 23:51:16,Back,Lesia Tsurenko,3.65,0.3,14302,
22/03/2022 23:48:34,Back,Lesia Tsurenko,3.1,0.95,14365,
22/03/2022 23:48:20,Back,Lesia Tsurenko,2.84,26.99,14382,
22/03/2022 23:45:16,Back,Lesia Tsurenko,2.38,0.58,14304,
22/03/2022 23:45:16,Back,Lesia Tsurenko,2.42,0.85,14339,
22/03/2022 23:44:56,Back,Lesia Tsurenko,2.26,1.12,14384,
22/03/2022 23:44:30,Back,Lesia Tsurenko,2.04,1.93,14364,
22/03/2022 23:42:23,Back,Lesia Tsurenko,1.86,1.65,14383,
22/03/2022 23:42:23,Back,Lesia Tsurenko,1.88,1.36,14336,
22/03/2022 23:26:38,Back,Lesia Tsurenko,1.76,1.05,14301,
22/03/2022 23:24:31,Back,Lesia Tsurenko,1.59,2.42,14377,
22/03/2022 23:23:01,Back,Lesia Tsurenko,1.54,2.22,14331,
22/03/2022 23:22:42,Back,Lesia Tsurenko,1.51,3.91,14361,
22/03/2022 23:04:43,Back,Lesia Tsurenko,1.39,3.62,14379,
22/03/2022 23:00:57,Back,Lesia Tsurenko,1.34,5.89,14359,
22/03/2022 22:59:47,Back,Lesia Tsurenko,1.23,6.2,14378,
22/03/2022 22:56:56,Back,Lesia Tsurenko,1.16,8.86,14376,
22/03/2022 22:55:47,Back,Vera Zvonareva,10,0.86,14242,
22/03/2022 22:55:47,Lay,Lesia Tsurenko,1.1,100,14217,
22/03/2022 22:55:14,Back,Vera Zvonareva,7.8,0.12,14239,
22/03/2022 22:52:02,Lay,Lesia Tsurenko,1.2,50,14218,
22/03/2022 22:48:04,Lay,Lesia Tsurenko,1.3,20,14220,
22/03/2022 22:45:01,Lay,Lesia Tsurenko,1.4,10,14223,
22/03/2022 22:45:01,Back,Vera Zvonareva,3.65,0.3,14241,
22/03/2022 22:37:48,Back,Vera Zvonareva,2.38,0.58,14243,
22/03/2022 22:28:43,Back,Vera Zvonareva,1.76,1.05,14240,
22/03/2022 22:19:49,Lay,Vera Zvonareva,1.4,10,14224,
