Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
10/05/2022 13:49:08,Back,Liudmila Samsonova,10,1.6,10645,
10/05/2022 13:49:08,Back,Liudmila Samsonova,10,0.86,10628,
10/05/2022 13:49:08,Lay,Jessica Pegula,1.1,100,10380,
10/05/2022 13:47:12,Lay,Jessica Pegula,1.2,50,10377,
10/05/2022 13:47:12,Back,Liudmila Samsonova,7.8,0.12,10625,
10/05/2022 13:26:16,Back,Jessica Pegula,1.88,1.36,11072,
10/05/2022 13:23:05,Back,Jessica Pegula,1.54,2.22,11069,
10/05/2022 13:18:43,Back,Liudmila Samsonova,3.65,0.3,10627,
10/05/2022 13:18:43,Back,Liudmila Samsonova,3.4,0.5,10644,
10/05/2022 13:18:43,Lay,Jessica Pegula,1.3,20,10381,
10/05/2022 12:47:08,Back,Liudmila Samsonova,2.42,0.85,10643,
10/05/2022 12:46:47,Back,Liudmila Samsonova,2.38,0.58,10626,
10/05/2022 12:35:35,Back,Liudmila Samsonova,1.88,1.36,10642,
10/05/2022 12:32:27,Back,Liudmila Samsonova,1.76,1.05,10624,
10/05/2022 12:26:49,Back,Liudmila Samsonova,1.54,2.22,10637,
10/05/2022 12:25:32,Lay,Liudmila Samsonova,1.3,20,10383,
10/05/2022 12:24:02,Back,Jessica Pegula,3.65,0.3,10407,
10/05/2022 12:24:02,Lay,Liudmila Samsonova,1.4,10,10378,
10/05/2022 12:01:22,Back,Jessica Pegula,2.38,0.58,10411,
10/05/2022 11:56:27,Back,Jessica Pegula,1.76,1.05,10409,
10/05/2022 11:42:39,Lay,Jessica Pegula,1.4,10,10379,
