Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
23/04/2022 14:46:40,Back,Aryna Sabalenka,1.22,24.93,10391,
23/04/2022 14:41:40,Lay,Aryna Sabalenka,1.33,22.86,10388,
23/04/2022 14:38:25,Back,Aryna Sabalenka,1.22,25.29,10386,
23/04/2022 14:36:16,Lay,Aryna Sabalenka,1.35,22.86,10384,
23/04/2022 14:32:36,Back,Aryna Sabalenka,1.24,24.19,10381,
23/04/2022 14:30:01,Lay,Aryna Sabalenka,1.35,22.22,10380,
23/04/2022 14:25:56,Back,Aryna Sabalenka,1.26,24.84,10377,
23/04/2022 14:20:09,Lay,Aryna Sabalenka,1.33,23.53,10373,
23/04/2022 14:15:11,Back,Aryna Sabalenka,1.57,20.38,10368,
23/04/2022 14:09:41,Lay,Aryna Sabalenka,1.32,24.24,10365,
23/04/2022 13:50:20,Back,Paula Badosa,1.75,16.18,10357,
23/04/2022 13:45:32,Lay,Paula Badosa,1.38,20.51,10353,
23/04/2022 13:42:37,Back,Paula Badosa,1.3,20.66,10351,
23/04/2022 13:39:45,Lay,Paula Badosa,1.41,19.05,10348,
23/04/2022 13:33:21,Back,Paula Badosa,1.76,9.19,10344,
23/04/2022 13:30:46,Lay,Paula Badosa,1.96,8.25,10343,
23/04/2022 13:26:01,Back,Paula Badosa,1.75,9.33,10340,
23/04/2022 13:22:30,Lay,Paula Badosa,1.94,8.42,10337,
