Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
23/05/2022 11:04:39,Back,Qinwen Zheng,1.08,59.79,10067,
23/05/2022 11:01:13,Lay,Qinwen Zheng,1.13,57.14,10061,
23/05/2022 10:56:55,Back,Qinwen Zheng,1.23,26.62,10057,
23/05/2022 10:51:16,Lay,Qinwen Zheng,1.31,25,10053,
23/05/2022 10:41:44,Back,Qinwen Zheng,1.25,24,10041,
23/05/2022 10:38:43,Lay,Qinwen Zheng,1.35,22.22,10034,
23/05/2022 10:34:55,Back,Qinwen Zheng,1.58,0.14,10027,
23/05/2022 10:32:11,Lay,Qinwen Zheng,1.76,0.125,10023,
23/05/2022 10:26:56,Back,Qinwen Zheng,1.58,11.75,10014,
23/05/2022 10:23:15,Lay,Qinwen Zheng,1.74,10.67,10009,
