Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 14:52:47,Back,Alessandro Giannessi,1.39,3.62,16817,
07/04/2022 14:52:47,Back,Alessandro Giannessi,1.59,2.42,16816,
07/04/2022 14:52:47,Back,Alessandro Giannessi,1.51,3.91,16813,
07/04/2022 14:50:59,Back,Alessandro Giannessi,1.34,5.89,16812,
07/04/2022 14:47:36,Back,Alessandro Giannessi,1.23,6.2,16819,
07/04/2022 14:47:02,Back,Alessandro Giannessi,1.16,8.86,16818,
07/04/2022 14:46:14,Lay,Alessandro Giannessi,1.1,100,16454,
07/04/2022 14:46:01,Back,Fabian Marozsan,10,3.86,16653,
07/04/2022 14:46:01,Back,Fabian Marozsan,10,1.6,16610,
07/04/2022 14:46:01,Back,Fabian Marozsan,10,0.86,16596,
07/04/2022 14:45:52,Lay,Alessandro Giannessi,1.2,50,16457,
07/04/2022 14:45:52,Back,Fabian Marozsan,7.8,0.12,16595,
07/04/2022 14:44:52,Back,Fabian Marozsan,3.4,0.5,16612,
07/04/2022 14:44:52,Back,Fabian Marozsan,3.65,0.3,16593,
07/04/2022 14:43:34,Back,Fabian Marozsan,3.1,0.95,16657,
07/04/2022 14:30:46,Back,Fabian Marozsan,2.84,26.99,16671,
07/04/2022 14:23:23,Back,Fabian Marozsan,2.42,0.85,16611,
07/04/2022 14:23:23,Back,Fabian Marozsan,2.38,0.58,16594,
07/04/2022 14:23:02,Back,Fabian Marozsan,2.26,1.12,16672,
07/04/2022 14:20:26,Back,Fabian Marozsan,2.04,1.93,16656,
07/04/2022 14:16:35,Back,Fabian Marozsan,1.88,1.36,16609,
07/04/2022 14:16:35,Back,Fabian Marozsan,1.86,1.65,16673,
07/04/2022 14:12:37,Back,Fabian Marozsan,1.76,1.05,16592,
07/04/2022 14:12:15,Back,Fabian Marozsan,1.59,2.42,16667,
07/04/2022 14:10:58,Back,Fabian Marozsan,1.51,3.91,16654,
07/04/2022 14:10:58,Back,Fabian Marozsan,1.54,2.22,16605,
07/04/2022 13:45:34,Back,Fabian Marozsan,1.39,3.62,16665,
07/04/2022 13:43:50,Back,Fabian Marozsan,1.34,5.89,16651,
07/04/2022 13:41:56,Back,Fabian Marozsan,1.23,6.2,16668,
07/04/2022 13:27:01,Back,Fabian Marozsan,1.16,8.86,16666,
07/04/2022 13:23:09,Back,Alessandro Giannessi,10,1.6,16568,
07/04/2022 13:23:09,Back,Alessandro Giannessi,10,0.86,16541,
07/04/2022 13:22:59,Lay,Fabian Marozsan,1.1,100,16453,
07/04/2022 13:22:54,Back,Alessandro Giannessi,7.8,0.12,16540,
07/04/2022 13:18:52,Lay,Fabian Marozsan,1.2,50,16455,
07/04/2022 13:09:54,Back,Alessandro Giannessi,3.65,0.3,16538,
07/04/2022 13:09:54,Back,Alessandro Giannessi,3.4,0.5,16569,
07/04/2022 13:09:54,Lay,Fabian Marozsan,1.3,20,16458,
07/04/2022 13:07:07,Lay,Fabian Marozsan,1.4,10,16459,
07/04/2022 13:03:30,Back,Alessandro Giannessi,2.42,0.85,16567,
07/04/2022 13:03:20,Back,Alessandro Giannessi,2.38,0.58,16539,
07/04/2022 13:00:57,Back,Alessandro Giannessi,1.88,1.36,16566,
07/04/2022 12:58:54,Back,Alessandro Giannessi,1.76,1.05,16537,
07/04/2022 12:57:11,Back,Alessandro Giannessi,1.54,2.22,16564,
07/04/2022 12:48:23,Lay,Alessandro Giannessi,1.3,20,16456,
07/04/2022 12:41:03,Lay,Alessandro Giannessi,1.4,10,16460,
