Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
01/05/2022 10:53:18,Back,Bianca Andreescu,1.23,6.2,11057,
01/05/2022 10:51:32,Back,Bianca Andreescu,1.16,8.86,11056,
01/05/2022 10:50:07,Lay,Bianca Andreescu,1.1,100,10994,
01/05/2022 10:50:02,Back,Danielle Collins,10,0.86,11019,
01/05/2022 10:48:57,Back,Danielle Collins,7.8,0.12,11016,
01/05/2022 10:47:09,Lay,Bianca Andreescu,1.2,50,11000,
01/05/2022 10:42:09,Lay,Bianca Andreescu,1.3,20,10995,
01/05/2022 10:37:24,Back,Danielle Collins,3.65,0.3,11017,
01/05/2022 10:37:00,Lay,Bianca Andreescu,1.4,10,11001,
01/05/2022 10:25:31,Back,Danielle Collins,2.38,0.58,11015,
01/05/2022 10:18:04,Back,Danielle Collins,1.76,1.05,11018,
01/05/2022 10:13:54,Lay,Danielle Collins,1.4,10,10999,
