Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/03/2022 19:02:05,Back,Goncalo Oliveira,1.16,8.86,10606,
07/03/2022 18:53:15,Lay,Goncalo Oliveira,1.1,100,10565,
07/03/2022 18:53:10,Back,Santiago Fa Rodriguez T,10,10,10573,
07/03/2022 18:50:27,Back,Santiago Fa Rodriguez T,7.8,7.8,10574,
07/03/2022 18:49:37,Lay,Goncalo Oliveira,1.2,50,10564,
07/03/2022 18:48:27,Lay,Goncalo Oliveira,1.3,20,10568,
07/03/2022 18:46:48,Back,Santiago Fa Rodriguez T,3.65,3.65,10571,
07/03/2022 18:46:13,Lay,Goncalo Oliveira,1.4,10,10569,
07/03/2022 18:36:41,Back,Santiago Fa Rodriguez T,2.38,2.38,10570,
07/03/2022 18:23:48,Back,Santiago Fa Rodriguez T,1.76,1.7,10575,
07/03/2022 18:05:42,Lay,Santiago Fa Rodriguez T,1.4,10,10566,
