Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
09/04/2022 21:58:30,Lay,Marc-Andrea Huesler,1.1,100,19165,
09/04/2022 21:58:26,Back,Tomas Martin Etcheverry,10,0.86,19180,
09/04/2022 21:58:26,Back,Tomas Martin Etcheverry,10,1.6,19185,
09/04/2022 21:57:41,Back,Tomas Martin Etcheverry,7.8,0.12,19182,
09/04/2022 21:55:27,Lay,Marc-Andrea Huesler,1.2,50,19163,
09/04/2022 21:54:41,Lay,Marc-Andrea Huesler,1.3,20,19167,
09/04/2022 21:53:10,Back,Tomas Martin Etcheverry,3.65,0.3,19186,
09/04/2022 21:41:31,Back,Tomas Martin Etcheverry,3.4,0.5,19187,
09/04/2022 21:41:27,Lay,Marc-Andrea Huesler,1.4,10,19166,
09/04/2022 21:31:47,Back,Tomas Martin Etcheverry,2.42,0.85,19181,
09/04/2022 21:31:47,Back,Tomas Martin Etcheverry,2.38,0.58,19183,
09/04/2022 21:30:41,Back,Tomas Martin Etcheverry,1.88,1.36,19184,
09/04/2022 21:30:00,Back,Tomas Martin Etcheverry,1.76,1.05,19188,
09/04/2022 21:18:40,Back,Tomas Martin Etcheverry,1.54,2.22,19173,
09/04/2022 21:10:26,Lay,Tomas Martin Etcheverry,1.4,10,19164,
09/04/2022 21:10:26,Lay,Tomas Martin Etcheverry,1.3,20,19168,
