Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 18:20:54,Lay,Jessica Pegula,1.7,11.27,11450,
07/04/2022 18:20:54,Back,Coco Vandeweghe,2.42,16.44,11449,
07/04/2022 18:16:02,Lay,Coco Vandeweghe,1.25,30.77,11446,
07/04/2022 18:03:57,Back,Coco Vandeweghe,1.33,16.76,11443,
07/04/2022 17:58:18,Lay,Coco Vandeweghe,1.56,14.29,11442,
07/04/2022 17:58:18,Back,Jessica Pegula,2.8,8.35,11441,
07/04/2022 17:54:38,Lay,Jessica Pegula,1.52,15.38,11437,
07/04/2022 17:52:06,Back,Jessica Pegula,1.3,20.81,11433,
07/04/2022 17:49:43,Lay,Jessica Pegula,1.42,19.05,11430,
07/04/2022 17:39:26,Back,Jessica Pegula,1.28,23.44,11426,
07/04/2022 17:36:55,Lay,Jessica Pegula,1.35,22.22,11424,
07/04/2022 17:31:17,Back,Jessica Pegula,1.3,21.38,11419,
07/04/2022 17:28:36,Lay,Jessica Pegula,1.39,20,11415,
07/04/2022 17:21:21,Back,Jessica Pegula,1.32,20.01,11409,
07/04/2022 17:19:13,Lay,Jessica Pegula,1.42,18.6,11406,
07/04/2022 17:15:25,Back,Jessica Pegula,1.31,22.02,11399,
07/04/2022 17:10:38,Lay,Jessica Pegula,1.37,21.05,11395,
07/04/2022 17:07:06,Back,Jessica Pegula,1.58,11.83,11390,
07/04/2022 16:57:58,Lay,Jessica Pegula,1.73,10.81,11384,
07/04/2022 16:47:53,Back,Jessica Pegula,1.48,15.06,11375,
07/04/2022 16:43:37,Lay,Jessica Pegula,1.56,14.29,11370,
07/04/2022 16:37:29,Back,Jessica Pegula,1.38,17.06,11364,
07/04/2022 16:35:22,Lay,Jessica Pegula,1.5,15.69,11362,
07/04/2022 16:28:12,Back,Jessica Pegula,1.36,19.42,11357,
07/04/2022 16:24:58,Lay,Jessica Pegula,1.42,18.6,11356,
07/04/2022 16:18:26,Back,Jessica Pegula,1.3,44.23,11350,
07/04/2022 16:15:42,Lay,Jessica Pegula,1.15,50,11347,
