Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
20/04/2022 13:46:54,Back,Petra Kvitova,1.42,13.28,10800,
20/04/2022 13:44:10,Lay,Petra Kvitova,1.72,10.96,10798,
20/04/2022 13:39:42,Back,Petra Kvitova,1.39,13.53,10792,
20/04/2022 13:37:28,Lay,Petra Kvitova,1.74,10.81,10791,
20/04/2022 13:33:42,Back,Petra Kvitova,1.47,46.89,10785,
20/04/2022 13:30:15,Lay,Petra Kvitova,1.12,61.54,10784,
20/04/2022 13:24:22,Back,Petra Kvitova,1.08,48.14,10776,
20/04/2022 13:22:07,Lay,Petra Kvitova,1.17,44.44,10773,
20/04/2022 13:17:17,Back,Petra Kvitova,1.57,11.33,10768,
20/04/2022 13:12:21,Lay,Petra Kvitova,1.8,9.88,10764,
20/04/2022 13:09:58,Back,Petra Kvitova,1.5,13.98,10763,
20/04/2022 13:04:01,Lay,Petra Kvitova,1.6,13.11,10760,
20/04/2022 13:04:01,Back,Karolina Pliskova,2.66,7.71,10759,
20/04/2022 12:58:39,Lay,Karolina Pliskova,1.64,12.5,10756,
20/04/2022 12:58:39,Back,Petra Kvitova,2.56,7.59,10755,
20/04/2022 12:53:15,Lay,Petra Kvitova,1.7,11.43,10752,
20/04/2022 12:48:01,Back,Petra Kvitova,1.65,11.25,10747,
20/04/2022 12:38:34,Lay,Petra Kvitova,1.74,10.67,10739,
20/04/2022 12:38:34,Back,Karolina Pliskova,2.34,8.16,10738,
20/04/2022 12:33:43,Lay,Karolina Pliskova,1.72,11.11,10735,
20/04/2022 12:30:50,Back,Karolina Pliskova,1.52,12.89,10732,
20/04/2022 12:25:44,Lay,Karolina Pliskova,1.69,11.59,10728,
20/04/2022 12:22:10,Back,Karolina Pliskova,1.53,25.14,10722,
20/04/2022 12:19:59,Lay,Karolina Pliskova,1.25,30.77,10721,
20/04/2022 12:14:25,Back,Karolina Pliskova,1.47,13.36,10713,
20/04/2022 12:09:06,Back,Petra Kvitova,2.5,8.48,10710,
20/04/2022 12:09:06,Lay,Karolina Pliskova,1.67,11.76,10709,
20/04/2022 12:05:22,Lay,Petra Kvitova,1.59,13.33,10705,
20/04/2022 12:01:14,Back,Petra Kvitova,1.44,14.29,10701,
20/04/2022 11:59:16,Lay,Petra Kvitova,1.62,12.7,10700,
20/04/2022 11:53:59,Back,Petra Kvitova,1.49,24.35,10692,
20/04/2022 11:50:45,Lay,Petra Kvitova,1.27,28.57,10689,
20/04/2022 11:46:45,Back,Petra Kvitova,1.23,26.83,10686,
20/04/2022 11:44:42,Lay,Petra Kvitova,1.32,25,10682,
