Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
15/03/2022 22:46:39,Back,Iga Swiatek,1.18,26.75,10424,
15/03/2022 22:43:59,Lay,Iga Swiatek,1.33,23.53,10421,
15/03/2022 22:39:41,Back,Iga Swiatek,1.78,19.84,10418,
15/03/2022 22:35:50,Lay,Iga Swiatek,1.28,27.59,10416,
15/03/2022 22:31:08,Back,Iga Swiatek,1.15,32.46,10411,
15/03/2022 22:28:48,Lay,Iga Swiatek,1.26,29.63,10409,
15/03/2022 22:25:18,Back,Iga Swiatek,1.15,34.51,10406,
15/03/2022 22:18:38,Lay,Iga Swiatek,1.24,32,10402,
15/03/2022 22:14:01,Back,Iga Swiatek,1.28,22.11,10401,
15/03/2022 22:11:11,Lay,Iga Swiatek,1.38,20.51,10400,
15/03/2022 22:05:41,Back,Iga Swiatek,1.6,17.82,10398,
15/03/2022 22:02:00,Lay,Iga Swiatek,1.39,20.51,10396,
15/03/2022 21:58:40,Back,Iga Swiatek,1.62,16.3,10394,
15/03/2022 21:51:48,Lay,Iga Swiatek,1.42,18.6,10388,
15/03/2022 21:49:06,Back,Iga Swiatek,1.64,10.07,10387,
15/03/2022 21:40:49,Lay,Iga Swiatek,1.92,8.6,10382,
15/03/2022 21:35:03,Back,Iga Swiatek,1.56,12.15,10380,
15/03/2022 21:30:28,Lay,Iga Swiatek,1.73,10.96,10377,
15/03/2022 21:24:44,Back,Iga Swiatek,1.89,11.29,10375,
15/03/2022 21:20:48,Lay,Iga Swiatek,1.6,13.33,10373,
15/03/2022 21:16:11,Back,Iga Swiatek,1.41,28.14,10371,
15/03/2022 21:12:49,Lay,Iga Swiatek,1.24,32,10369,
15/03/2022 21:07:52,Back,Iga Swiatek,1.17,37.6,10366,
15/03/2022 20:58:28,Lay,Iga Swiatek,1.21,36.36,10365,
