Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
18/05/2022 12:12:08,Lay,Nuno Borges,1.1,100,10031,
18/05/2022 12:11:56,Back,Felipe Meligeni Rodrigues Alves,10,1.6,10356,
18/05/2022 12:11:56,Back,Felipe Meligeni Rodrigues Alves,10,0.86,10347,
18/05/2022 12:02:25,Back,Felipe Meligeni Rodrigues Alves,7.8,0.12,10348,
18/05/2022 11:54:01,Lay,Nuno Borges,1.2,50,10033,
18/05/2022 11:52:59,Back,Felipe Meligeni Rodrigues Alves,3.65,0.3,10345,
18/05/2022 11:52:23,Back,Felipe Meligeni Rodrigues Alves,3.4,0.5,10355,
18/05/2022 11:46:57,Back,Felipe Meligeni Rodrigues Alves,2.42,0.85,10358,
18/05/2022 11:46:57,Back,Felipe Meligeni Rodrigues Alves,2.38,0.58,10346,
18/05/2022 11:09:27,Back,Felipe Meligeni Rodrigues Alves,1.88,1.36,10357,
18/05/2022 11:09:00,Back,Felipe Meligeni Rodrigues Alves,1.76,1.05,10349,
18/05/2022 11:03:49,Back,Felipe Meligeni Rodrigues Alves,1.54,2.22,10350,
18/05/2022 10:59:46,Lay,Felipe Meligeni Rodrigues Alves,1.3,20,10030,
18/05/2022 10:59:46,Back,Nuno Borges,3.65,0.3,10288,
18/05/2022 10:59:19,Lay,Felipe Meligeni Rodrigues Alves,1.4,10,10032,
18/05/2022 10:59:19,Back,Nuno Borges,3.4,0.5,10309,
18/05/2022 10:50:45,Back,Nuno Borges,2.42,0.85,10307,
18/05/2022 10:50:45,Back,Nuno Borges,2.38,0.58,10287,
18/05/2022 10:49:50,Back,Nuno Borges,1.88,1.36,10306,
18/05/2022 10:48:28,Back,Nuno Borges,1.76,1.05,10289,
18/05/2022 10:47:48,Back,Nuno Borges,1.54,2.22,10301,
18/05/2022 10:46:14,Lay,Nuno Borges,1.3,20,10028,
18/05/2022 10:45:33,Lay,Nuno Borges,1.4,10,10034,
