Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
08/05/2022 12:16:06,Lay,Filip Krajinovic,1.1,100,10002,
08/05/2022 12:16:04,Back,Frances Tiafoe,10,1.6,10023,
08/05/2022 12:16:04,Back,Frances Tiafoe,7.8,0.12,10017,
08/05/2022 12:16:04,Back,Frances Tiafoe,10,0.86,10015,
08/05/2022 12:14:06,Back,Filip Krajinovic,1.76,1.05,10034,
08/05/2022 11:58:31,Back,Filip Krajinovic,1.54,2.22,10037,
08/05/2022 11:57:04,Back,Filip Krajinovic,1.51,3.91,10048,
08/05/2022 11:55:43,Back,Filip Krajinovic,1.34,5.89,10046,
08/05/2022 11:54:53,Lay,Filip Krajinovic,1.2,50,10001,
08/05/2022 11:51:56,Lay,Filip Krajinovic,1.3,20,10007,
08/05/2022 11:49:58,Back,Frances Tiafoe,3.65,0.3,10016,
08/05/2022 11:49:47,Lay,Filip Krajinovic,1.4,10,10006,
08/05/2022 11:49:47,Back,Frances Tiafoe,3.4,0.5,10024,
08/05/2022 11:15:09,Back,Frances Tiafoe,2.42,0.85,10026,
08/05/2022 11:15:09,Back,Frances Tiafoe,2.38,0.58,10014,
08/05/2022 11:05:03,Back,Frances Tiafoe,1.88,1.36,10025,
08/05/2022 11:04:18,Back,Frances Tiafoe,1.76,1.05,10013,
08/05/2022 10:46:40,Back,Frances Tiafoe,1.54,2.22,10018,
08/05/2022 10:43:56,Lay,Frances Tiafoe,1.3,20,10003,
08/05/2022 10:43:11,Lay,Frances Tiafoe,1.4,10,10004,
