Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
22/03/2022 23:26:43,Back,Beatriz Haddad Maia,1.06,54.72,11161,
22/03/2022 23:22:31,Lay,Beatriz Haddad Maia,1.16,50,11149,
22/03/2022 23:18:49,Back,Beatriz Haddad Maia,1.32,41.35,11144,
22/03/2022 23:13:18,Lay,Beatriz Haddad Maia,1.16,47.06,11136,
22/03/2022 23:09:29,Back,Beatriz Haddad Maia,1.3,19.12,11132,
22/03/2022 23:07:07,Back,Nuria Parrizas Diaz,3.15,7.67,11127,
22/03/2022 23:07:07,Lay,Beatriz Haddad Maia,1.46,17.02,11126,
22/03/2022 22:46:24,Lay,Nuria Parrizas Diaz,1.48,16.33,11108,
22/03/2022 22:37:18,Back,Beatriz Haddad Maia,1.62,18.01,11096,
22/03/2022 22:31:14,Lay,Beatriz Haddad Maia,1.36,21.62,11089,
22/03/2022 22:25:14,Back,Beatriz Haddad Maia,1.3,21.94,11082,
22/03/2022 22:17:55,Lay,Beatriz Haddad Maia,1.38,20.51,11073,
22/03/2022 22:13:28,Back,Beatriz Haddad Maia,1.3,21.16,11068,
22/03/2022 22:07:31,Lay,Beatriz Haddad Maia,1.41,19.51,11062,
22/03/2022 22:02:26,Back,Beatriz Haddad Maia,1.63,16.6,11055,
22/03/2022 21:58:36,Lay,Beatriz Haddad Maia,1.42,19.05,11048,
