Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
24/04/2022 14:19:02,Back,Anastasia Potapova,1.16,8.86,12026,
24/04/2022 14:12:24,Lay,Anastasia Potapova,1.1,100,11937,
24/04/2022 14:12:24,Back,Veronika Kudermetova,10,0.86,11959,
24/04/2022 14:11:08,Back,Veronika Kudermetova,7.8,0.12,11955,
24/04/2022 14:01:58,Lay,Anastasia Potapova,1.2,50,11940,
24/04/2022 13:56:35,Lay,Anastasia Potapova,1.3,20,11939,
24/04/2022 13:50:45,Lay,Anastasia Potapova,1.4,10,11941,
24/04/2022 13:50:45,Back,Veronika Kudermetova,3.65,0.3,11957,
24/04/2022 13:42:19,Back,Veronika Kudermetova,2.38,0.58,11958,
24/04/2022 13:36:50,Back,Veronika Kudermetova,1.76,1.05,11956,
24/04/2022 13:19:36,Lay,Veronika Kudermetova,1.4,10,11938,
