Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
21/03/2022 15:12:36,Back,Tristan Lamasine,10,1.6,10173,
21/03/2022 15:12:36,Lay,Arthur Fils,1.1,100,10087,
21/03/2022 15:12:36,Back,Tristan Lamasine,10,3.86,10176,
21/03/2022 15:12:36,Back,Tristan Lamasine,10,0.86,10125,
21/03/2022 15:10:37,Back,Tristan Lamasine,7.8,0.12,10127,
21/03/2022 15:07:56,Lay,Arthur Fils,1.2,50,10086,
21/03/2022 15:01:41,Back,Arthur Fils,1.88,1.36,10328,
21/03/2022 15:00:37,Back,Arthur Fils,1.76,1.05,10318,
21/03/2022 14:59:10,Back,Arthur Fils,1.54,2.22,10326,
21/03/2022 14:55:45,Lay,Arthur Fils,1.3,20,10090,
21/03/2022 14:55:34,Lay,Arthur Fils,1.4,10,10085,
21/03/2022 14:55:34,Back,Tristan Lamasine,3.65,0.3,10128,
21/03/2022 14:55:34,Back,Tristan Lamasine,3.4,0.5,10174,
21/03/2022 14:55:01,Back,Tristan Lamasine,3.1,0.95,10180,
21/03/2022 14:55:01,Back,Tristan Lamasine,2.84,26.99,10184,
21/03/2022 14:46:48,Back,Tristan Lamasine,2.42,0.85,10172,
21/03/2022 14:46:48,Back,Tristan Lamasine,2.38,0.58,10124,
21/03/2022 14:46:26,Back,Tristan Lamasine,2.26,1.12,10190,
21/03/2022 14:34:16,Back,Tristan Lamasine,2.04,1.93,10181,
21/03/2022 14:29:51,Back,Tristan Lamasine,1.88,1.36,10171,
21/03/2022 14:29:51,Back,Tristan Lamasine,1.86,1.65,10189,
21/03/2022 14:27:50,Back,Tristan Lamasine,1.59,2.42,10187,
21/03/2022 14:22:51,Back,Tristan Lamasine,1.54,2.22,10170,
21/03/2022 14:21:11,Back,Tristan Lamasine,1.51,3.91,10178,
21/03/2022 14:20:49,Back,Tristan Lamasine,1.39,3.62,10182,
21/03/2022 14:12:40,Back,Tristan Lamasine,1.34,5.89,10175,
21/03/2022 14:11:45,Back,Tristan Lamasine,1.23,6.2,10183,
21/03/2022 14:08:44,Back,Tristan Lamasine,1.16,8.86,10186,
21/03/2022 14:07:48,Lay,Tristan Lamasine,1.1,100,10092,
21/03/2022 13:59:54,Lay,Tristan Lamasine,1.2,50,10088,
21/03/2022 13:53:15,Lay,Tristan Lamasine,1.3,20,10091,
21/03/2022 13:38:54,Back,Tristan Lamasine,1.76,1.05,10126,
21/03/2022 13:36:25,Lay,Tristan Lamasine,1.4,10,10089,
