Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
06/04/2022 15:24:17,Back,Miljan Zekic,10,3.86,14941,
06/04/2022 15:24:17,Lay,Alexey Vatutin,1.1,100,14756,
06/04/2022 15:24:17,Back,Miljan Zekic,10,1.6,14936,
06/04/2022 15:24:17,Back,Miljan Zekic,10,0.86,14831,
06/04/2022 15:20:04,Back,Miljan Zekic,7.8,0.12,14830,
06/04/2022 15:19:08,Lay,Alexey Vatutin,1.2,50,14754,
06/04/2022 15:11:42,Back,Alexey Vatutin,1.88,0.484999999999999,15106,
06/04/2022 15:11:23,Back,Alexey Vatutin,1.76,1.05,15089,
06/04/2022 15:10:58,Back,Alexey Vatutin,1.54,2.22,15099,
06/04/2022 14:53:46,Lay,Alexey Vatutin,1.3,20,14757,
06/04/2022 14:48:38,Back,Miljan Zekic,3.65,0.3,14834,
06/04/2022 14:47:41,Back,Miljan Zekic,3.4,0.5,14935,
06/04/2022 14:47:41,Lay,Alexey Vatutin,1.4,10,14758,
06/04/2022 14:46:44,Back,Miljan Zekic,3.1,0.95,14943,
06/04/2022 14:45:14,Back,Miljan Zekic,2.42,0.85,14934,
06/04/2022 14:34:19,Back,Miljan Zekic,2.04,1.93,14942,
06/04/2022 14:21:51,Back,Miljan Zekic,1.88,1.36,14933,
06/04/2022 14:13:20,Back,Miljan Zekic,1.54,2.22,14931,
06/04/2022 14:10:05,Back,Miljan Zekic,1.51,3.91,14939,
06/04/2022 14:03:09,Back,Miljan Zekic,1.34,5.89,14937,
06/04/2022 13:55:56,Lay,Miljan Zekic,1.2,50,14759,
06/04/2022 13:55:36,Lay,Miljan Zekic,1.3,20,14755,
06/04/2022 13:28:43,Back,Miljan Zekic,2.38,0.58,14832,
06/04/2022 13:19:46,Back,Miljan Zekic,1.76,1.05,14833,
06/04/2022 13:14:33,Lay,Miljan Zekic,1.4,10,14760,
