Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
13/04/2022 22:35:06,Back,Andrej Martin,1.51,3.91,12900,
13/04/2022 22:30:15,Back,Andrej Martin,1.39,3.62,12907,
13/04/2022 22:29:09,Back,Andrej Martin,1.34,5.89,12902,
13/04/2022 22:28:54,Back,Andrej Martin,1.23,6.2,12908,
13/04/2022 22:25:02,Back,Andrej Martin,1.16,8.86,12909,
13/04/2022 22:10:31,Lay,Andrej Martin,1.1,100,12787,
13/04/2022 22:10:25,Back,Nicola Kuhn,10,0.86,12803,
13/04/2022 22:10:25,Back,Nicola Kuhn,10,1.6,12819,
13/04/2022 22:10:25,Back,Nicola Kuhn,10,3.86,12851,
13/04/2022 22:09:51,Back,Nicola Kuhn,7.8,0.12,12799,
13/04/2022 22:09:48,Lay,Andrej Martin,1.2,50,12789,
13/04/2022 22:08:32,Lay,Andrej Martin,1.3,20,12790,
13/04/2022 22:06:46,Back,Nicola Kuhn,3.65,0.3,12800,
13/04/2022 22:06:45,Lay,Andrej Martin,1.4,10,12791,
13/04/2022 22:06:36,Back,Nicola Kuhn,3.4,0.5,12818,
13/04/2022 22:01:54,Back,Nicola Kuhn,3.1,0.95,12854,
13/04/2022 21:59:42,Back,Nicola Kuhn,2.42,0.85,12820,
13/04/2022 21:59:38,Back,Nicola Kuhn,2.38,0.58,12802,
13/04/2022 21:59:10,Back,Nicola Kuhn,2.04,1.93,12855,
13/04/2022 21:46:08,Back,Nicola Kuhn,1.88,1.36,12821,
13/04/2022 21:36:44,Back,Nicola Kuhn,1.76,1.05,12801,
13/04/2022 21:19:33,Back,Nicola Kuhn,1.54,2.22,12813,
13/04/2022 21:19:30,Back,Nicola Kuhn,1.51,3.91,12849,
13/04/2022 21:18:51,Back,Nicola Kuhn,1.34,5.89,12852,
13/04/2022 21:02:45,Lay,Nicola Kuhn,1.2,50,12788,
13/04/2022 20:39:27,Lay,Nicola Kuhn,1.3,20,12792,
13/04/2022 20:27:59,Lay,Nicola Kuhn,1.4,10,12793,
