Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
22/03/2022 21:32:57,Back,Anna Kalinskaya,1.06,69.82,11023,
22/03/2022 21:29:15,Lay,Anna Kalinskaya,1.11,66.67,11018,
22/03/2022 21:25:47,Back,Anna Kalinskaya,1.26,59.26,11012,
22/03/2022 21:22:05,Lay,Anna Kalinskaya,1.12,66.67,11007,
22/03/2022 21:19:48,Back,Anna Kalinskaya,1.06,76.16,11004,
22/03/2022 21:16:59,Lay,Anna Kalinskaya,1.11,72.73,10999,
22/03/2022 21:12:06,Back,Anna Kalinskaya,1.19,29.14,10991,
22/03/2022 21:08:48,Lay,Anna Kalinskaya,1.3,26.67,10988,
22/03/2022 21:05:53,Back,Anna Kalinskaya,1.68,20.63,10983,
22/03/2022 21:01:09,Lay,Anna Kalinskaya,1.3,26.67,10976,
22/03/2022 20:57:48,Back,Anna Kalinskaya,1.65,10.31,10972,
22/03/2022 20:52:56,Lay,Anna Kalinskaya,1.87,9.09,10958,
22/03/2022 20:50:03,Back,Anna Kalinskaya,1.6,20.46,10955,
22/03/2022 20:44:37,Lay,Anna Kalinskaya,1.31,25,10947,
22/03/2022 20:37:43,Back,Anna Kalinskaya,1.27,25.79,10936,
22/03/2022 20:31:15,Lay,Anna Kalinskaya,1.31,25,10927,
22/03/2022 20:26:43,Back,Anna Kalinskaya,1.24,25.43,10921,
22/03/2022 20:24:25,Lay,Anna Kalinskaya,1.34,23.53,10918,
