Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
18/05/2022 15:54:06,Back,Cedrik-Marcel Stebe,1.34,0.805,12133,
18/05/2022 15:50:35,Back,Cedrik-Marcel Stebe,1.23,6.2,12163,
18/05/2022 15:48:14,Back,Cedrik-Marcel Stebe,1.16,8.86,12164,
18/05/2022 15:46:45,Lay,Cedrik-Marcel Stebe,1.1,100,11492,
18/05/2022 15:46:26,Back,Manuel Cerundolo,10,1.6,11524,
18/05/2022 15:46:26,Back,Manuel Cerundolo,10,0.86,11509,
18/05/2022 15:45:48,Back,Manuel Cerundolo,7.8,0.12,11507,
18/05/2022 15:43:28,Lay,Cedrik-Marcel Stebe,1.2,50,11485,
18/05/2022 15:39:58,Back,Manuel Cerundolo,3.65,0.3,11505,
18/05/2022 15:39:58,Lay,Cedrik-Marcel Stebe,1.3,20,11491,
18/05/2022 15:14:47,Back,Cedrik-Marcel Stebe,1.76,1.05,11965,
18/05/2022 15:12:20,Lay,Cedrik-Marcel Stebe,1.4,10,11490,
18/05/2022 15:11:10,Back,Manuel Cerundolo,3.4,0.5,11526,
18/05/2022 15:01:48,Back,Manuel Cerundolo,2.42,0.85,11525,
18/05/2022 15:01:48,Back,Manuel Cerundolo,2.38,0.58,11508,
18/05/2022 14:30:59,Back,Manuel Cerundolo,1.88,1.36,11527,
18/05/2022 14:29:10,Back,Manuel Cerundolo,1.76,1.05,11506,
18/05/2022 14:12:57,Back,Manuel Cerundolo,1.54,2.22,11519,
18/05/2022 14:08:08,Lay,Manuel Cerundolo,1.3,20,11487,
18/05/2022 14:05:24,Lay,Manuel Cerundolo,1.4,10,11489,
