Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
18/05/2022 21:26:21,Back,Pavel Kotov,1.23,6.2,13410,
18/05/2022 21:25:57,Back,Pavel Kotov,1.16,8.86,13412,
18/05/2022 21:24:09,Lay,Pavel Kotov,1.1,100,13078,
18/05/2022 20:35:39,Back,Pavel Kotov,1.34,5.89,13337,
18/05/2022 20:16:13,Lay,Pavel Kotov,1.2,50,13073,
18/05/2022 19:29:35,Back,Pavel Kotov,1.88,1.36,13175,
18/05/2022 19:20:56,Back,Pavel Kotov,1.76,1.05,13105,
18/05/2022 19:19:19,Back,Pavel Kotov,1.54,2.22,13169,
18/05/2022 19:14:25,Lay,Pavel Kotov,1.3,20,13079,
18/05/2022 18:59:03,Lay,Pavel Kotov,1.4,10,13075,
