Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
09/05/2022 19:00:34,Back,Anhelina Kalinina,1.29,20.97,10443,
09/05/2022 18:56:35,Lay,Anhelina Kalinina,1.42,19.05,10441,
09/05/2022 18:51:04,Back,Anhelina Kalinina,1.31,19.38,10437,
09/05/2022 18:47:22,Lay,Anhelina Kalinina,1.46,17.39,10435,
09/05/2022 18:44:10,Back,Anhelina Kalinina,1.32,21.21,10433,
09/05/2022 18:37:10,Lay,Anhelina Kalinina,1.4,20,10428,
09/05/2022 18:33:29,Back,Anhelina Kalinina,1.27,20.94,10424,
09/05/2022 18:26:51,Lay,Anhelina Kalinina,1.41,19.05,10421,
09/05/2022 18:21:44,Back,Anhelina Kalinina,1.84,13.56,10417,
09/05/2022 18:16:35,Lay,Anhelina Kalinina,1.45,17.02,10412,
