Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
09/05/2022 13:46:55,Back,Petra Martic,1.23,6.2,11007,
09/05/2022 13:45:41,Back,Petra Martic,1.16,8.86,11006,
09/05/2022 13:37:29,Lay,Petra Martic,1.1,100,10753,
09/05/2022 13:32:56,Back,Petra Martic,1.34,5.89,11000,
09/05/2022 13:30:55,Lay,Petra Martic,1.2,50,10748,
09/05/2022 13:09:09,Back,Petra Martic,1.88,1.36,10821,
09/05/2022 13:04:25,Back,Petra Martic,1.76,1.05,10803,
09/05/2022 12:52:33,Back,Petra Martic,1.54,2.22,10817,
09/05/2022 12:20:36,Lay,Petra Martic,1.3,20,10755,
09/05/2022 12:18:07,Lay,Petra Martic,1.4,10,10754,
