Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
22/05/2022 11:57:56,Back,Beatriz Haddad Maia,1.22,22.79,10072,
22/05/2022 11:53:28,Lay,Beatriz Haddad Maia,1.39,20,10069,
22/05/2022 11:46:31,Back,Beatriz Haddad Maia,1.75,11.6,10064,
22/05/2022 11:42:04,Lay,Beatriz Haddad Maia,1.65,12.31,10062,
22/05/2022 11:35:14,Back,Beatriz Haddad Maia,1.52,19.49,10060,
22/05/2022 11:30:09,Lay,Beatriz Haddad Maia,1.37,21.62,10059,
22/05/2022 11:22:09,Back,Beatriz Haddad Maia,1.24,46.37,10056,
22/05/2022 11:17:34,Lay,Beatriz Haddad Maia,1.15,50,10055,
22/05/2022 11:14:00,Back,Beatriz Haddad Maia,1.22,52.92,10053,
22/05/2022 11:04:26,Lay,Beatriz Haddad Maia,1.13,57.14,10049,
22/05/2022 11:00:57,Back,Beatriz Haddad Maia,1.17,63.26,10047,
22/05/2022 10:41:21,Lay,Beatriz Haddad Maia,1.11,66.67,10030,
22/05/2022 10:36:34,Back,Beatriz Haddad Maia,1.16,36.57,10028,
22/05/2022 10:30:59,Lay,Beatriz Haddad Maia,1.22,34.78,10020,
22/05/2022 10:24:29,Back,Beatriz Haddad Maia,1.34,17.57,10012,
22/05/2022 10:20:50,Lay,Beatriz Haddad Maia,1.5,15.69,10008,
22/05/2022 10:18:25,Back,Beatriz Haddad Maia,1.74,13.18,10007,
22/05/2022 10:13:03,Lay,Beatriz Haddad Maia,1.52,15.09,10002,
