Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
05/04/2022 19:13:39,Lay,Alessandro Giannessi,1.1,100,12424,
05/04/2022 19:13:39,Back,Luciano Darderi,10,0.86,12757,
05/04/2022 19:13:39,Back,Luciano Darderi,10,1.6,12833,
05/04/2022 19:11:42,Back,Luciano Darderi,7.8,0.12,12755,
05/04/2022 19:08:26,Lay,Alessandro Giannessi,1.2,50,12429,
05/04/2022 19:05:15,Lay,Alessandro Giannessi,1.3,20,12427,
05/04/2022 19:05:15,Lay,Alessandro Giannessi,1.4,10,12428,
05/04/2022 19:05:15,Back,Luciano Darderi,3.65,0.3,12753,
05/04/2022 19:05:15,Back,Luciano Darderi,3.4,0.5,12831,
05/04/2022 18:57:40,Back,Luciano Darderi,2.42,0.85,12834,
05/04/2022 18:52:22,Back,Luciano Darderi,2.38,0.58,12754,
05/04/2022 18:37:01,Back,Luciano Darderi,1.88,1.36,12832,
05/04/2022 18:34:00,Back,Luciano Darderi,1.54,2.22,12828,
05/04/2022 18:14:06,Lay,Luciano Darderi,1.3,20,12425,
05/04/2022 18:07:10,Back,Luciano Darderi,1.76,1.05,12756,
05/04/2022 17:52:42,Lay,Luciano Darderi,1.4,10,12423,
