Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
12/05/2022 18:20:52,Back,Cristian Garin,1.94,19.4,10159,
12/05/2022 18:13:23,Lay,Marin Cilic,4.9,0.05,10158,
12/05/2022 18:13:20,Lay,Cristian Garin,1.27,29.63,10156,
12/05/2022 18:02:29,Back,Marin Cilic,1.66,26.67,10155,
12/05/2022 17:51:41,Lay,Marin Cilic,1.21,36.36,10152,
12/05/2022 17:44:49,Back,Marin Cilic,1.57,11.47,10149,
12/05/2022 17:41:37,Lay,Cristian Garin,2.3,0.15,10148,
12/05/2022 17:41:34,Lay,Marin Cilic,1.79,10.13,10146,
12/05/2022 17:32:03,Back,Marin Cilic,1.59,12.05,10145,
12/05/2022 17:24:14,Back,Cristian Garin,2.46,8.67,10144,
12/05/2022 17:24:14,Lay,Marin Cilic,1.69,11.27,10143,
12/05/2022 17:21:32,Lay,Cristian Garin,1.6,13.11,10142,
12/05/2022 17:16:09,Back,Cristian Garin,1.38,16.52,10141,
12/05/2022 17:10:08,Lay,Cristian Garin,1.54,14.81,10140,
12/05/2022 17:02:50,Back,Cristian Garin,1.43,40.45,10139,
12/05/2022 16:54:04,Lay,Cristian Garin,1.16,50,10133,
12/05/2022 16:45:37,Back,Cristian Garin,1.42,15.95,10128,
12/05/2022 16:40:23,Lay,Cristian Garin,1.53,14.81,10125,
12/05/2022 16:37:15,Back,Cristian Garin,1.41,16.92,10122,
12/05/2022 16:28:58,Lay,Cristian Garin,1.51,15.69,10118,
12/05/2022 16:24:47,Back,Cristian Garin,1.64,10.85,10115,
12/05/2022 16:13:58,Lay,Cristian Garin,1.8,9.88,10113,
12/05/2022 16:09:29,Back,Cristian Garin,1.71,9.6,10112,
12/05/2022 16:04:35,Lay,Cristian Garin,1.95,8.42,10110,
12/05/2022 16:04:34,Back,Marin Cilic,2.04,10.67,10111,
12/05/2022 16:00:00,Lay,Marin Cilic,1.56,14.04,10109,
12/05/2022 15:50:11,Back,Marin Cilic,1.5,13.98,10107,
12/05/2022 15:46:16,Lay,Marin Cilic,1.6,13.11,10106,
12/05/2022 15:42:16,Back,Marin Cilic,1.48,14.67,10104,
12/05/2022 15:40:27,Lay,Marin Cilic,1.59,13.56,10103,
