Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
24/03/2022 23:33:28,Back,Jordan Thompson,1.65,10.63,12242,
24/03/2022 23:29:56,Lay,Jordan Thompson,1.81,9.76,12240,
24/03/2022 23:27:25,Back,Jordan Thompson,1.55,12.45,12235,
24/03/2022 23:21:48,Lay,Jordan Thompson,1.7,11.27,12229,
24/03/2022 23:16:30,Back,Jordan Thompson,1.56,12.98,12225,
24/03/2022 23:12:07,Lay,Jordan Thompson,1.63,12.5,12222,
24/03/2022 23:08:18,Back,Jordan Thompson,1.52,12.55,12217,
24/03/2022 23:05:32,Lay,Jordan Thompson,1.73,10.96,12214,
24/03/2022 22:59:24,Back,Jordan Thompson,1.54,13.23,12208,
24/03/2022 22:55:43,Lay,Jordan Thompson,1.63,12.5,12206,
24/03/2022 22:47:10,Back,Jordan Thompson,1.6,11.67,12194,
24/03/2022 22:42:35,Back,Jo-Wilfried Tsonga,2.36,9.84,12189,
24/03/2022 22:42:29,Lay,Jordan Thompson,1.75,10.67,12188,
24/03/2022 22:38:31,Lay,Jo-Wilfried Tsonga,1.51,15.38,12181,
24/03/2022 22:33:45,Back,Jo-Wilfried Tsonga,1.43,16.78,12179,
24/03/2022 22:28:41,Lay,Jo-Wilfried Tsonga,1.5,16,12177,
24/03/2022 22:22:56,Back,Jo-Wilfried Tsonga,1.4,17.51,12174,
24/03/2022 22:17:06,Lay,Jo-Wilfried Tsonga,1.47,16.67,12169,
24/03/2022 22:11:12,Back,Jo-Wilfried Tsonga,1.4,17.75,12163,
24/03/2022 22:02:04,Lay,Jo-Wilfried Tsonga,1.46,17.02,12154,
24/03/2022 21:51:19,Back,Jordan Thompson,1.54,12.72,12145,
24/03/2022 21:48:41,Lay,Jordan Thompson,1.69,11.59,12142,
24/03/2022 21:44:07,Back,Jordan Thompson,1.58,11.56,12135,
24/03/2022 21:41:22,Lay,Jordan Thompson,1.78,10.26,12133,
24/03/2022 21:36:21,Back,Jordan Thompson,1.65,11.58,12126,
24/03/2022 21:30:17,Lay,Jordan Thompson,1.72,11.11,12116,
24/03/2022 21:26:30,Back,Jordan Thompson,1.56,12.59,12112,
24/03/2022 21:22:25,Lay,Jordan Thompson,1.67,11.76,12107,
24/03/2022 21:18:46,Back,Jordan Thompson,1.51,14.34,12101,
24/03/2022 21:14:15,Back,Jo-Wilfried Tsonga,2.74,6.2,12098,
24/03/2022 21:14:15,Lay,Jordan Thompson,1.57,13.79,12097,
24/03/2022 21:09:45,Lay,Jo-Wilfried Tsonga,1.89,8.99,12092,
