Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
24/04/2022 19:49:57,Back,Marc-Andrea Huesler,1.16,8.86,12087,
24/04/2022 19:39:15,Lay,Marc-Andrea Huesler,1.1,100,12053,
24/04/2022 19:30:59,Back,Marc-Andrea Huesler,1.88,1.36,12072,
24/04/2022 19:16:58,Back,Marc-Andrea Huesler,1.76,1.05,12064,
24/04/2022 19:03:58,Back,Marc-Andrea Huesler,1.54,2.22,12067,
24/04/2022 19:03:58,Back,Marc-Andrea Huesler,1.51,3.91,12077,
24/04/2022 19:02:23,Back,Marc-Andrea Huesler,1.34,5.89,12076,
24/04/2022 18:43:43,Lay,Marc-Andrea Huesler,1.2,50,12052,
24/04/2022 18:43:19,Lay,Marc-Andrea Huesler,1.3,20,12054,
24/04/2022 18:43:11,Lay,Marc-Andrea Huesler,1.4,10,12055,
