Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
21/03/2022 18:34:33,Back,Andreas Seppi,1.32,16.59,10107,
21/03/2022 18:29:06,Lay,Andreas Seppi,1.56,14.04,10102,
21/03/2022 18:26:57,Back,Andreas Seppi,1.4,14.03,10099,
21/03/2022 18:21:24,Lay,Andreas Seppi,1.67,11.76,10093,
21/03/2022 18:21:24,Back,Tomas Machac,2.48,33.65,10094,
21/03/2022 18:13:53,Lay,Tomas Machac,1.53,14.81,10090,
21/03/2022 17:20:16,Lay,Tomas Machac,1.14,53.33,10083,
21/03/2022 17:16:08,Back,Tomas Machac,1.1,73.39,10078,
21/03/2022 17:08:05,Lay,Tomas Machac,1.11,72.73,10072,
21/03/2022 17:05:29,Back,Tomas Machac,1.08,44.07,10069,
21/03/2022 16:53:39,Lay,Tomas Machac,1.19,40,10054,
21/03/2022 16:50:29,Back,Tomas Machac,1.37,18.14,10051,
21/03/2022 16:47:46,Lay,Tomas Machac,1.46,17.02,10047,
