Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
25/03/2022 20:01:12,Back,Madison Brengle,1.09,53.21,12596,
25/03/2022 19:58:20,Lay,Madison Brengle,1.16,50,12593,
25/03/2022 19:54:58,Back,Madison Brengle,1.3,20.66,12590,
25/03/2022 19:48:56,Lay,Madison Brengle,1.41,19.05,12583,
25/03/2022 19:39:12,Back,Liudmila Samsonova,1.74,15.98,12573,
25/03/2022 19:32:36,Lay,Liudmila Samsonova,1.39,20,12563,
25/03/2022 19:29:50,Back,Liudmila Samsonova,1.7,9.87,12558,
25/03/2022 19:23:24,Lay,Liudmila Samsonova,1.91,8.79,12551,
25/03/2022 19:21:05,Back,Liudmila Samsonova,1.64,16.5,12546,
25/03/2022 19:14:15,Lay,Liudmila Samsonova,1.42,19.05,12539,
25/03/2022 19:09:53,Back,Liudmila Samsonova,1.36,17.89,12534,
25/03/2022 19:06:23,Lay,Liudmila Samsonova,1.49,16.33,12531,
