Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
28/04/2022 13:24:06,Back,Victoria Azarenka,1.04,71.16,10621,
28/04/2022 13:19:38,Lay,Victoria Azarenka,1.11,66.67,10615,
28/04/2022 12:39:39,Back,Victoria Azarenka,1.91,13.4,10596,
28/04/2022 12:30:35,Lay,Victoria Azarenka,1.44,17.78,10592,
28/04/2022 12:25:25,Back,Victoria Azarenka,1.27,20.47,10590,
28/04/2022 12:22:17,Lay,Victoria Azarenka,1.43,18.18,10589,
28/04/2022 12:15:58,Back,Victoria Azarenka,1.29,19.13,10586,
28/04/2022 12:13:24,Lay,Victoria Azarenka,1.48,16.67,10585,
28/04/2022 12:09:48,Back,Victoria Azarenka,1.29,21.55,10584,
28/04/2022 12:04:55,Lay,Victoria Azarenka,1.39,20,10583,
28/04/2022 11:59:22,Back,Victoria Azarenka,1.61,10.32,10581,
28/04/2022 11:56:41,Lay,Victoria Azarenka,1.91,8.7,10580,
