Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
28/04/2022 12:32:24,Lay,Karolina Muchova,1.19,40,10594,
28/04/2022 12:02:11,Back,Karolina Muchova,1.24,25.81,10582,
28/04/2022 11:55:31,Lay,Karolina Muchova,1.32,24.24,10579,
28/04/2022 11:46:07,Back,Karolina Muchova,1.68,10.36,10578,
28/04/2022 11:41:47,Lay,Karolina Muchova,1.85,9.41,10577,
28/04/2022 11:32:51,Back,Karolina Muchova,1.75,9.38,10576,
28/04/2022 11:29:10,Lay,Karolina Muchova,1.95,8.42,10574,
28/04/2022 11:21:13,Back,Qinwen Zheng,1.81,12.67,10572,
28/04/2022 11:15:21,Lay,Qinwen Zheng,1.52,15.09,10571,
28/04/2022 11:09:53,Back,Qinwen Zheng,1.4,17.14,10568,
28/04/2022 11:03:41,Lay,Qinwen Zheng,1.5,16,10566,
28/04/2022 10:56:12,Back,Qinwen Zheng,1.36,20.82,10564,
28/04/2022 10:42:33,Lay,Qinwen Zheng,1.38,20.51,10553,
28/04/2022 10:37:06,Back,Qinwen Zheng,1.51,13.75,10547,
28/04/2022 10:33:20,Back,Karolina Muchova,2.64,6.22,10545,
28/04/2022 10:33:20,Lay,Qinwen Zheng,1.61,12.9,10544,
28/04/2022 10:27:18,Lay,Karolina Muchova,1.95,8.42,10536,
28/04/2022 10:23:13,Back,Karolina Muchova,1.73,2.43,10533,
28/04/2022 10:15:47,Lay,Karolina Muchova,1.91,2.2,10528,
