Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
10/05/2022 14:45:24,Back,Mayar Sherif,1.09,56.27,10224,
10/05/2022 14:42:03,Lay,Mayar Sherif,1.15,53.33,10220,
10/05/2022 14:38:17,Back,Mayar Sherif,1.09,59.23,10213,
10/05/2022 14:29:16,Lay,Mayar Sherif,1.13,57.14,10206,
10/05/2022 14:24:46,Back,Mayar Sherif,1.16,38.24,10203,
10/05/2022 14:20:47,Lay,Mayar Sherif,1.22,36.36,10198,
10/05/2022 14:17:05,Back,Mayar Sherif,1.4,0.37,10194,
10/05/2022 14:13:12,Lay,Mayar Sherif,1.52,0.335000000000001,10190,
10/05/2022 14:08:03,Back,Mayar Sherif,1.4,17.14,10186,
10/05/2022 14:01:55,Lay,Mayar Sherif,1.5,16,10183,
