Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
17/05/2022 13:18:04,Back,Federico Coria,1.05,49.52,10119,
17/05/2022 13:15:38,Lay,Federico Coria,1.17,44.44,10117,
17/05/2022 13:09:34,Back,Federico Coria,1.6,10.26,10112,
17/05/2022 13:06:21,Lay,Federico Coria,1.93,8.51,10110,
17/05/2022 13:06:21,Back,Daniel Altmaier,2.06,14.1,10109,
17/05/2022 12:58:39,Lay,Daniel Altmaier,1.38,21.05,10102,
17/05/2022 12:56:09,Back,Daniel Altmaier,1.23,24.9,10098,
17/05/2022 12:48:49,Lay,Daniel Altmaier,1.34,22.86,10090,
17/05/2022 12:38:48,Back,Daniel Altmaier,1.81,8.93,10079,
17/05/2022 12:34:37,Lay,Daniel Altmaier,1.96,8.25,10069,
17/05/2022 12:10:41,Back,Federico Coria,1.92,12.1,10037,
17/05/2022 12:06:35,Lay,Federico Coria,1.51,15.38,10034,
17/05/2022 11:59:26,Back,Federico Coria,1.42,33.52,10027,
17/05/2022 11:52:10,Lay,Federico Coria,1.19,40,10025,
17/05/2022 11:43:11,Back,Federico Coria,1.39,16.93,10021,
17/05/2022 11:39:07,Lay,Federico Coria,1.5,15.69,10018,
17/05/2022 11:39:07,Back,Daniel Altmaier,3,5.57,10017,
17/05/2022 11:33:32,Lay,Daniel Altmaier,1.9,8.79,10013,
17/05/2022 11:29:57,Back,Daniel Altmaier,1.75,9.24,10010,
17/05/2022 11:26:09,Lay,Daniel Altmaier,1.96,8.25,10007,
17/05/2022 11:22:52,Back,Daniel Altmaier,1.78,9.08,10006,
17/05/2022 11:17:25,Lay,Daniel Altmaier,1.98,8.16,10004,
17/05/2022 11:15:50,Back,Daniel Altmaier,1.75,9.33,10003,
17/05/2022 11:13:26,Lay,Daniel Altmaier,1.94,8.42,10001,
