Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
17/05/2022 15:59:50,Lay,Nastasja Schunk,1.1,100,11464,
17/05/2022 15:29:53,Back,Nastasja Schunk,2.38,0.58,11599,
17/05/2022 15:29:53,Back,Nastasja Schunk,2.42,0.85,11615,
17/05/2022 15:27:51,Back,Nastasja Schunk,2.04,1.93,11667,
17/05/2022 15:25:06,Back,Nastasja Schunk,1.88,1.36,11614,
17/05/2022 14:38:48,Back,Nastasja Schunk,1.76,1.05,11598,
17/05/2022 14:38:00,Back,Nastasja Schunk,1.51,3.91,11665,
17/05/2022 14:32:05,Back,Nastasja Schunk,1.34,5.89,11663,
17/05/2022 14:20:17,Lay,Nastasja Schunk,1.2,50,11468,
17/05/2022 14:16:10,Back,Nastasja Schunk,1.54,2.22,11613,
17/05/2022 14:10:10,Lay,Nastasja Schunk,1.3,20,11467,
17/05/2022 14:07:54,Lay,Nastasja Schunk,1.4,10,11469,
