2/24/2022 15:38:21:  Guardian has detected that the market is in-play
2/24/2022 15:38:21:  Guardian has detected that the market is suspended
2/24/2022 15:38:26:  Guardian has detected that the market is now unsuspended
2/24/2022 16:02:35: [G_Auto 1] :  € 75.00 Lay bet placed on King/Lawson at 1.2. Fully matched at 1.2.  Ref: 10074
2/24/2022 16:12:23: [G_Auto 1] :  € 233.33 Lay bet placed on King/Lawson at 1.06. Fully matched at 1.06.  Ref: 10076
2/24/2022 16:21:58: [G_Auto 1] :  Store Value (Shared) for King/Lawson: PRICE AT DRAW SET 2 = 1.2
2/24/2022 16:21:58: [G_Auto 1] :  Alert: STORE PRICE AT 3-3 SET 2 [ King/Lawson ]
2/24/2022 16:21:58: [G_Auto 1] :  Automation Signal for market: VALID = 1
2/24/2022 16:21:58: [G_Auto 1] :  Store Value (Shared) for Brouwer/Sels: PRICE AT DRAW SET 2 = 6
2/24/2022 16:21:58: [G_Auto 1] :  Alert: STORE PRICE AT 3-3 SET 2 [ Brouwer/Sels ]
2/24/2022 16:21:58: [G_Auto 1] :  Automation Signal for market: VALID = 1
2/24/2022 16:22:26: [G_Auto 1] :  Greened up King/Lawson by Backing 272.04 at 1.24
2/24/2022 16:44:29:  Guardian has detected that the market is suspended
