5/19/2022 11:01:12: [G_Auto 1] :  Store Text Value (Shared) for Elise Mertens: info = marketName: Mertens v Juvan - Match Odds; runnerA: Elise Mertens; runnerB: Kaja Juvan 
5/19/2022 11:01:12: [G_Auto 1] :  Store Value (Shared) for market: aId = 9002334
5/19/2022 11:01:12: [G_Auto 1] :  Store Value (Shared) for market: bId = 9635566
5/19/2022 11:08:06:  Guardian has detected that the market is in-play
5/19/2022 11:08:06:  Guardian has detected that the market is suspended
5/19/2022 11:08:13: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 1.8; bBsp: 2.28; volume: 18544.28 
5/19/2022 11:08:13: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 1.8; bBsp: 2.28; volume: 18544.28 
5/19/2022 11:08:13:  Guardian has detected that the market is now unsuspended
5/19/2022 11:08:16: [G_Auto 2] :  € 100.00 Lay bet placed on Kaja Juvan at 1.1. Entirely unmatched when it initially reached the market.   Ref: 10001
5/19/2022 11:08:16: [G_Auto 2] :  € 100.00 Lay bet placed on Elise Mertens at 1.1. Entirely unmatched when it initially reached the market.   Ref: 10002
5/19/2022 11:08:16: [G_Auto 3] :  € 50.00 Lay bet placed on Kaja Juvan at 1.2. Entirely unmatched when it initially reached the market.   Ref: 10003
5/19/2022 11:08:16: [G_Auto 3] :  € 50.00 Lay bet placed on Elise Mertens at 1.2. Entirely unmatched when it initially reached the market.   Ref: 10000
5/19/2022 11:08:16: [G_Auto 4] :  € 20.00 Lay bet placed on Kaja Juvan at 1.3. Entirely unmatched when it initially reached the market.   Ref: 10005
5/19/2022 11:08:16: [G_Auto 4] :  € 20.00 Lay bet placed on Elise Mertens at 1.3. Entirely unmatched when it initially reached the market.   Ref: 10006
5/19/2022 11:08:16: [G_Auto 5] :  € 10.00 Lay bet placed on Elise Mertens at 1.4. Entirely unmatched when it initially reached the market.   Ref: 10007
5/19/2022 11:08:16: [G_Auto 5] :  € 10.00 Lay bet placed on Kaja Juvan at 1.4. Entirely unmatched when it initially reached the market.   Ref: 10004
