Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
19/04/2022 16:36:55,Lay,Ons Jabeur,1.1,100,12408,
19/04/2022 16:36:55,Back,Marketa Vondrousova,10,1.6,12529,
19/04/2022 16:36:55,Back,Marketa Vondrousova,10,0.86,12468,
19/04/2022 16:28:31,Back,Ons Jabeur,1.34,5.89,12614,
19/04/2022 16:23:37,Back,Marketa Vondrousova,7.8,0.12,12465,
19/04/2022 16:19:14,Lay,Ons Jabeur,1.2,50,12407,
19/04/2022 16:18:46,Lay,Ons Jabeur,1.3,20,12411,
19/04/2022 16:18:11,Back,Marketa Vondrousova,3.4,0.5,12527,
19/04/2022 16:18:11,Lay,Ons Jabeur,1.4,10,12409,
19/04/2022 16:18:11,Back,Marketa Vondrousova,3.65,0.3,12466,
19/04/2022 16:16:05,Back,Marketa Vondrousova,2.42,0.85,12528,
19/04/2022 16:15:51,Back,Marketa Vondrousova,2.38,0.58,12464,
19/04/2022 16:06:05,Back,Marketa Vondrousova,1.88,1.36,12530,
19/04/2022 16:05:23,Back,Marketa Vondrousova,1.76,1.05,12467,
19/04/2022 15:53:11,Back,Marketa Vondrousova,1.54,2.22,12522,
19/04/2022 15:40:05,Lay,Marketa Vondrousova,1.3,20,12412,
19/04/2022 15:27:50,Lay,Marketa Vondrousova,1.4,10,12414,
