Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
04/04/2022 19:12:41,Back,Ulrikke Eikeri,1.21,25.32,10158,
04/04/2022 19:04:22,Lay,Ulrikke Eikeri,1.34,22.86,10152,
04/04/2022 18:59:40,Back,Ulrikke Eikeri,1.21,23.83,10149,
04/04/2022 18:57:00,Lay,Ulrikke Eikeri,1.37,21.05,10147,
04/04/2022 18:44:37,Back,Nadiia Kichenok,2.24,7.41,10143,
04/04/2022 18:41:34,Lay,Nadiia Kichenok,1.93,8.6,10140,
04/04/2022 18:41:30,Back,Ulrikke Eikeri,2.06,8.62,10139,
04/04/2022 18:37:23,Lay,Ulrikke Eikeri,1.82,9.76,10137,
04/04/2022 18:25:31,Back,Nadiia Kichenok,1.63,17.83,10132,
04/04/2022 18:18:33,Lay,Nadiia Kichenok,1.38,21.05,10131,
04/04/2022 18:15:26,Back,Nadiia Kichenok,1.28,22.69,10130,
04/04/2022 18:05:41,Lay,Nadiia Kichenok,1.38,21.05,10125,
04/04/2022 17:16:28,Back,Ulrikke Eikeri,1.68,14.69,10085,
04/04/2022 17:12:37,Lay,Ulrikke Eikeri,1.48,16.67,10080,
