Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
25/03/2022 17:52:56,Back,Cameron Norrie,1.14,40.11,12470,
25/03/2022 17:49:26,Lay,Cameron Norrie,1.2,38.1,12467,
25/03/2022 17:47:41,Back,Cameron Norrie,1.12,49.16,12466,
25/03/2022 17:43:02,Lay,Cameron Norrie,1.17,47.06,12461,
25/03/2022 17:39:25,Back,Cameron Norrie,1.11,58.17,12458,
25/03/2022 17:30:35,Lay,Cameron Norrie,1.13,57.14,12447,
25/03/2022 17:07:04,Back,Cameron Norrie,1.21,29.19,12430,
25/03/2022 17:03:19,Lay,Cameron Norrie,1.28,27.59,12428,
25/03/2022 16:38:39,Back,Cameron Norrie,1.18,34.74,12413,
25/03/2022 16:35:09,Lay,Cameron Norrie,1.23,33.33,12408,
25/03/2022 16:30:17,Back,Cameron Norrie,1.18,34.74,12399,
25/03/2022 16:27:18,Lay,Cameron Norrie,1.23,33.33,12398,
