Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
08/04/2022 16:11:39,Back,Dennis Novak,1.34,5.89,18129,
08/04/2022 16:11:39,Back,Dennis Novak,1.39,3.62,18138,
08/04/2022 16:04:11,Back,Dennis Novak,1.23,6.2,18139,
08/04/2022 16:03:33,Back,Dennis Novak,1.16,8.86,18136,
08/04/2022 16:02:38,Back,Carlos Gimeno Valero,10,3.86,18075,
08/04/2022 16:02:38,Back,Carlos Gimeno Valero,10,0.86,18060,
08/04/2022 16:02:38,Back,Carlos Gimeno Valero,10,1.6,18069,
08/04/2022 16:02:38,Lay,Dennis Novak,1.1,100,18009,
08/04/2022 16:01:23,Back,Carlos Gimeno Valero,7.8,0.12,18061,
08/04/2022 15:59:32,Lay,Dennis Novak,1.2,50,18012,
08/04/2022 15:55:54,Back,Carlos Gimeno Valero,3.65,0.3,18059,
08/04/2022 15:55:54,Lay,Dennis Novak,1.3,20,18014,
08/04/2022 15:55:51,Lay,Dennis Novak,1.4,10,18013,
08/04/2022 15:55:51,Back,Carlos Gimeno Valero,3.4,0.5,18070,
08/04/2022 15:50:12,Back,Carlos Gimeno Valero,3.1,0.95,18077,
08/04/2022 15:49:58,Back,Carlos Gimeno Valero,2.84,26.99,18097,
08/04/2022 15:47:34,Back,Carlos Gimeno Valero,2.42,0.85,18068,
08/04/2022 15:47:31,Back,Carlos Gimeno Valero,2.38,0.58,18058,
08/04/2022 15:46:31,Back,Carlos Gimeno Valero,2.26,1.12,18101,
08/04/2022 15:45:48,Back,Carlos Gimeno Valero,2.04,1.93,18076,
08/04/2022 15:41:07,Back,Carlos Gimeno Valero,1.88,1.36,18067,
08/04/2022 15:40:59,Back,Carlos Gimeno Valero,1.86,1.65,18100,
08/04/2022 15:39:37,Back,Carlos Gimeno Valero,1.76,1.05,18057,
08/04/2022 15:38:30,Back,Carlos Gimeno Valero,1.59,2.42,18099,
08/04/2022 15:20:09,Back,Carlos Gimeno Valero,1.39,3.62,18093,
08/04/2022 15:18:08,Back,Carlos Gimeno Valero,1.23,6.2,18095,
08/04/2022 15:18:02,Back,Carlos Gimeno Valero,1.16,8.86,18098,
08/04/2022 15:16:38,Lay,Carlos Gimeno Valero,1.1,100,18010,
08/04/2022 15:00:46,Back,Carlos Gimeno Valero,1.54,2.22,18062,
08/04/2022 15:00:24,Back,Carlos Gimeno Valero,1.51,3.91,18072,
08/04/2022 14:59:57,Back,Carlos Gimeno Valero,1.34,5.89,18071,
08/04/2022 14:54:37,Lay,Carlos Gimeno Valero,1.2,50,18015,
08/04/2022 14:40:00,Lay,Carlos Gimeno Valero,1.3,20,18011,
08/04/2022 14:37:14,Lay,Carlos Gimeno Valero,1.4,10,18016,
