Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 17:57:34,Lay,Amanda Anisimova,1.11,66.67,11440,
07/04/2022 17:54:02,Back,Amanda Anisimova,1.06,49.05,11436,
07/04/2022 17:52:00,Lay,Amanda Anisimova,1.17,44.44,11432,
07/04/2022 17:41:30,Back,Amanda Anisimova,1.12,35.43,11428,
07/04/2022 17:39:50,Lay,Amanda Anisimova,1.24,32,11427,
07/04/2022 17:33:31,Back,Amanda Anisimova,1.58,11.39,11420,
07/04/2022 17:23:52,Lay,Amanda Anisimova,1.8,10,11412,
07/04/2022 17:23:52,Back,Aryna Sabalenka,2.26,9.64,11411,
07/04/2022 17:18:39,Back,Amanda Anisimova,2.72,5.94,11405,
07/04/2022 17:18:39,Lay,Aryna Sabalenka,1.58,13.79,11404,
07/04/2022 17:14:49,Lay,Amanda Anisimova,1.98,8.16,11397,
07/04/2022 17:14:48,Back,Aryna Sabalenka,2.02,11.5,11398,
07/04/2022 17:09:45,Lay,Aryna Sabalenka,1.51,15.38,11392,
07/04/2022 17:07:20,Back,Aryna Sabalenka,1.36,18.27,11391,
07/04/2022 17:02:39,Lay,Aryna Sabalenka,1.46,17.02,11385,
07/04/2022 16:57:09,Back,Aryna Sabalenka,1.35,18.15,11383,
07/04/2022 16:52:39,Lay,Aryna Sabalenka,1.47,16.67,11380,
07/04/2022 16:49:45,Back,Aryna Sabalenka,1.37,18.41,11377,
07/04/2022 16:45:43,Lay,Aryna Sabalenka,1.45,17.39,11372,
07/04/2022 16:37:43,Back,Aryna Sabalenka,1.33,18.42,11365,
07/04/2022 16:35:29,Lay,Aryna Sabalenka,1.47,16.67,11363,
07/04/2022 16:31:09,Back,Aryna Sabalenka,1.41,15.71,11360,
07/04/2022 16:28:15,Lay,Aryna Sabalenka,1.55,14.29,11358,
07/04/2022 16:23:58,Back,Aryna Sabalenka,1.92,11.67,11355,
07/04/2022 16:20:39,Lay,Aryna Sabalenka,1.54,14.55,11351,
