Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 14:51:53,Lay,David Goffin,1.12,61.54,11332,
07/04/2022 14:46:05,Back,David Goffin,1.07,42.73,11331,
07/04/2022 14:43:46,Lay,David Goffin,1.2,38.1,11330,
07/04/2022 14:30:38,Back,David Goffin,1.68,9.78,11329,
07/04/2022 14:26:11,Lay,David Goffin,1.95,8.42,11328,
07/04/2022 14:00:30,Back,Pablo Andujar,1.2,25.53,11326,
07/04/2022 13:56:04,Lay,Pablo Andujar,1.34,22.86,11325,
07/04/2022 13:51:25,Back,Pablo Andujar,1.73,9.54,11324,
07/04/2022 13:48:48,Lay,Pablo Andujar,1.94,8.51,11323,
07/04/2022 13:45:36,Back,Pablo Andujar,1.65,10.93,11322,
07/04/2022 13:41:49,Lay,Pablo Andujar,1.78,10.13,11320,
07/04/2022 13:36:40,Back,Pablo Andujar,1.61,19.03,11319,
07/04/2022 13:29:36,Lay,Pablo Andujar,1.34,22.86,11318,
07/04/2022 13:25:08,Back,Pablo Andujar,1.56,12.18,11317,
07/04/2022 13:20:15,Lay,Pablo Andujar,1.71,11.11,11315,
07/04/2022 13:16:29,Back,Pablo Andujar,1.55,23.4,11314,
07/04/2022 13:06:23,Lay,Pablo Andujar,1.27,28.57,11312,
07/04/2022 12:50:36,Back,David Goffin,1.96,12.24,11306,
07/04/2022 12:45:24,Back,Pablo Andujar,3,5.7,11305,
07/04/2022 12:45:24,Lay,David Goffin,1.5,16,11304,
07/04/2022 12:42:20,Lay,Pablo Andujar,1.88,9.09,11302,
07/04/2022 12:38:32,Back,Pablo Andujar,1.63,18.17,11300,
07/04/2022 12:34:12,Lay,Pablo Andujar,1.37,21.62,11297,
07/04/2022 12:30:59,Back,Pablo Andujar,1.29,21.94,11295,
07/04/2022 12:26:18,Lay,Pablo Andujar,1.38,20.51,11292,
07/04/2022 12:21:57,Back,Pablo Andujar,1.32,20.84,11289,
07/04/2022 12:17:47,Lay,Pablo Andujar,1.41,19.51,11285,
