Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 01:44:27,Back,Reilly Opelka,1.59,12.66,11269,
07/04/2022 01:37:20,Lay,Reilly Opelka,1.66,12.12,11268,
07/04/2022 01:35:11,Back,Reilly Opelka,1.46,13.95,11267,
07/04/2022 01:31:20,Lay,Reilly Opelka,1.63,12.5,11266,
07/04/2022 01:28:07,Back,Reilly Opelka,1.53,12.89,11265,
07/04/2022 01:25:09,Lay,Reilly Opelka,1.64,12.12,11264,
07/04/2022 01:19:22,Back,Reilly Opelka,1.52,16.45,11263,
07/04/2022 01:12:19,Lay,Reilly Opelka,1.46,17.02,11262,
07/04/2022 01:10:04,Back,Reilly Opelka,1.41,16.95,11261,
07/04/2022 01:05:05,Lay,Reilly Opelka,1.47,16.33,11260,
07/04/2022 01:01:34,Back,Reilly Opelka,1.63,11.22,11259,
07/04/2022 00:59:32,Lay,Mitchell Krueger,2.34,0.17,11258,
07/04/2022 00:58:16,Lay,Reilly Opelka,1.75,10.39,11257,
07/04/2022 00:54:21,Back,Reilly Opelka,1.73,10.06,11255,
07/04/2022 00:51:24,Lay,Reilly Opelka,1.85,9.41,11254,
07/04/2022 00:51:24,Back,Mitchell Krueger,2.16,9.98,11253,
07/04/2022 00:44:56,Lay,Mitchell Krueger,1.56,13.56,11250,
07/04/2022 00:40:55,Back,Mitchell Krueger,1.77,9.44,11249,
07/04/2022 00:35:44,Lay,Mitchell Krueger,1.92,8.7,11247,
07/04/2022 00:33:06,Back,Mitchell Krueger,1.83,9.08,11246,
07/04/2022 00:27:33,Lay,Reilly Opelka,2.12,0.0600000000000001,11243,
07/04/2022 00:27:21,Lay,Mitchell Krueger,1.91,8.7,11242,
07/04/2022 00:20:23,Back,Reilly Opelka,1.94,14.15,11238,
07/04/2022 00:16:40,Lay,Reilly Opelka,1.4,19.51,11236,
