Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
25/03/2022 22:05:02,Lay,Nick Kyrgios,1.1,100,18078,
25/03/2022 22:05:01,Back,Andrey Rublev,10,1.6,18105,
25/03/2022 22:05:01,Back,Andrey Rublev,10,0.86,18095,
25/03/2022 22:02:53,Back,Andrey Rublev,7.8,0.12,18097,
25/03/2022 22:01:20,Back,Nick Kyrgios,1.34,5.89,18157,
25/03/2022 21:59:57,Back,Nick Kyrgios,1.51,0.0949999999993452,18158,
25/03/2022 21:58:15,Lay,Nick Kyrgios,1.2,50,18077,
25/03/2022 21:56:23,Lay,Nick Kyrgios,1.3,20,18081,
25/03/2022 21:56:16,Back,Andrey Rublev,3.65,0.3,18099,
25/03/2022 21:56:16,Lay,Nick Kyrgios,1.4,10,18075,
25/03/2022 21:56:14,Back,Andrey Rublev,3.4,0.5,18106,
25/03/2022 21:45:27,Back,Andrey Rublev,2.38,0.58,18096,
25/03/2022 21:45:27,Back,Andrey Rublev,2.42,0.85,18108,
25/03/2022 21:44:48,Back,Andrey Rublev,1.88,1.36,18107,
25/03/2022 21:39:51,Back,Andrey Rublev,1.76,1.05,18098,
25/03/2022 21:39:12,Back,Andrey Rublev,1.54,2.22,18101,
25/03/2022 21:35:03,Lay,Andrey Rublev,1.3,20,18082,
25/03/2022 21:34:48,Lay,Andrey Rublev,1.4,10,18080,
