9/6/2022 22:07:23:  Guardian has detected that the market is in-play
9/6/2022 22:07:23:  Guardian has detected that the market is suspended
9/6/2022 22:07:28:  Guardian has detected that the market is now unsuspended
9/6/2022 22:08:49:  Guardian has detected that the market is suspended
9/6/2022 22:08:55:  Guardian has detected that the market is now unsuspended
9/6/2022 22:13:47:  Guardian has detected that the market is suspended
9/6/2022 22:13:55:  Guardian has detected that the market is now unsuspended
9/6/2022 22:22:40:  Guardian has detected that the market is suspended
9/6/2022 22:22:56:  Guardian has detected that the market is now unsuspended
9/6/2022 22:52:31:  Guardian has detected that the market is suspended
