Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
13/03/2022 23:58:51,Back,Diego Schwartzman,1.16,8.86,15764,
13/03/2022 23:57:35,Lay,Diego Schwartzman,1.1,100,15566,
13/03/2022 23:56:09,Back,Diego Schwartzman,1.34,5.89,15755,
13/03/2022 23:54:27,Back,Emil Ruusuvuori,10,0.86,15671,
13/03/2022 23:53:53,Back,Emil Ruusuvuori,7.8,0.12,15669,
13/03/2022 23:52:53,Lay,Diego Schwartzman,1.2,50,15564,
13/03/2022 23:52:44,Lay,Diego Schwartzman,1.3,20,15562,
13/03/2022 23:41:38,Back,Emil Ruusuvuori,3.65,0.3,15668,
13/03/2022 23:06:18,Back,Emil Ruusuvuori,2.38,0.58,15670,
13/03/2022 22:31:39,Back,Emil Ruusuvuori,1.76,1.05,15672,
13/03/2022 22:22:12,Lay,Emil Ruusuvuori,1.4,10,15565,
13/03/2022 22:21:31,Back,Diego Schwartzman,2.38,0.58,15635,
13/03/2022 22:12:49,Back,Diego Schwartzman,1.76,1.05,15637,
13/03/2022 22:06:33,Lay,Diego Schwartzman,1.4,10,15567,
